1356_tolikelovehavemercy,"to like, love, have mercy",1117,LIKE
1357_tolovehavecompassiongivesuck,"to love, have compassion, give suck",923,LOVE
1358_tohavepityupontodesiretoprefer,"to have pity upon, to desire, to prefer",2117,DESIRE
1359_friend,friend,1325,FRIEND
1360_friendmercycompassionlove,"friend; mercy, compassion, love",1325,FRIEND
1361_tobecompassionate,to be compassionate,,
1362_totakepitytohavemercy,"to take pity, to have mercy",,
1363_qalpitolovetomeetsomeonewithlovetotakepityonsomeone,"(qal, pi.) to love, to meet someone with love, to take pity on someone",,
1364_afeelingoflovelovingsensationmercy,"a feeling of love, loving sensation, mercy",,
1365_erbarmen,Erbarmen,,
1366_tolovetohavepity,"to love, to have pity",923,LOVE
1367_barmhertzigkeit,Barmhertzigkeit,,
1368_tohavemercypitycompassion,"to have mercy, pity, compassion",1141,PITY
1369_tobemerciful,to be merciful,,
1370_tobekindtoso,to be kind to so.,,
1371_tobekind,to be kind,3299,KIND
1372_topity,to pity,1141,PITY
1373_togoup,to go up,705,GO UP (ASCEND)
1374_togoupcomeup,"to go up, come up",705,GO UP (ASCEND)
1375_togoupcometravelriseamounttobefinished,"to go up, come, travel, rise, amount to, be finished",705,GO UP (ASCEND)
1376_togouptosetouttobeelevated,"to go up, to set out, to be elevated",705,GO UP (ASCEND)
1377_ihinaufsteigentoclimbup,I. hinaufsteigen (to climb up),,
1378_togouprisetoattackassailjumplaunchoneselfupon,"to go up, rise; to attack, assail, jump, launch oneself (upon)",705,GO UP (ASCEND)
1379_toascendgoup,"to ascend, go up",705,GO UP (ASCEND)
1380_superiorhighest,"superior, highest",,
1381_iitoevaluatetoraisethepriceoutbid,"II. to evaluate; to raise the price, outbid",,
1382_patoraisethestatusofthepriceimprove,(pa.) to raise the status of the price; improve,2872,IMPROVE (SOMETHING)
1383_patoexalttoraiseup,(pa.) to exalt; to raise up,,
1384_tobebecomehigh,"to be, become high",1579,BE
1385_tobehightall,"to be high, tall",711,TALL
1386_tobebeautiful,to be beautiful,1427,BEAUTIFUL
1387_qaltopleasepitoclean,(qal) to please; (pi.) to clean,2235,CLEAN (SOMETHING)
1388_beautiful,beautiful,1427,BEAUTIFUL
1389_fair,fair,,
1390_beautifulfinewell,"beautiful, fine, well",1427,BEAUTIFUL
1391_schonbeautiful,schön (beautiful),,
1392_toshine,to shine (?),708,SHINE
1393_tojourneytorisesun,to journey; to rise (sun),568,RISE (MOVE UPWARDS)
1394_snake,snake,730,SNAKE
1395_serpentsnake,"serpent, snake",730,SNAKE
1396_wildanimal,wild animal,958,WILD ANIMAL
1397_time,time,892,TIME
1398_tobeafraid,to be afraid,1419,FEAR (BE AFRAID)
1399_tofear,to fear,1419,FEAR (BE AFRAID)
1400_tofearbeafraid,"to fear, be afraid",1419,FEAR (BE AFRAID)
1401_tofearbeafraidrevere,"to fear, be afraid, revere",1419,FEAR (BE AFRAID)
1402_sichfurchtentobeafraid,sich fürchten (to be afraid),,
1403_rancormalevolencemalicedesireforretaliationofacrime,"rancor, malevolence, malice; desire for retaliation of a crime",,
1404_toobtaintoacquirecausativetoprovide,"to obtain, to acquire, (causative) to provide",3892,ACQUIRE (SOMETHING)
1405_toobtaintoacquire,"to obtain, to acquire",3892,ACQUIRE (SOMETHING)
1406_isent,I sent,,
1407_tofindtoobtaintoencounter,"to find, to obtain, to encounter",719,FIND
1408_pitoreachtoobtaintofind,"(pi.) to reach, to obtain, to find",719,FIND
1409_hiptoreachtoobtaintofindtooffer,"(hip.) to reach, to obtain, to find; to offer",719,FIND
1410_requirementobligation,"requirement, obligation",3471,OBLIGATION (DUTY)
1411_jointcorner,"joint, corner",192,CORNER
1412_knucklejointvertebra,"knuckle, joint, vertebra",999,JOINT
1413_cornercornerstone,"corner, cornerstone",192,CORNER
1414_cornerstone,cornerstone,,
1415_crimetransgression,"crime, transgression",1066,CRIME
1416_rebelliontransgression,"rebellion, transgression",,
1417_crime,crime,1066,CRIME
1418_tobenegligenttoharmtotransgress,"to be negligent, to harm, to transgress",44,INJURE
1419_flax,flax,3315,FLAX
1420_linenlinenfabric,"linen, linen fabric",916,LINEN
1421_flaxlinen,"flax, linen",3315,FLAX
1422_topreparetocoverabed,"to prepare, to cover a bed",2909,PREPARE
1423_bedspreadcounterpane,"bedspread, counterpane",,
1424_topreparegetabedready,"to prepare, get (a bed) ready",2909,PREPARE
1425_carpet,carpet,292,RUG
1426_toprepareacouch,to prepare a couch,,
1427_cover,cover,761,COVER
1428_tocovertoputinlayers,"to cover, to put in layers",761,COVER
1429_topave,to pave,,
1430_mosaicpavement,mosaic pavement,,
1431_dateslaidoneuponanotherinanearthenpot,dates laid one upon another in an earthen pot,,
1432_net,net,2963,NET
1433_toturn,to turn,1588,TURN
1434_toturnround,to turn (round),1588,TURN
1435_toturnover,to turn over,3537,TURN OVER
1436_toturnoneselfaround,to turn oneself around,,
1437_surrounding,surrounding,,
1438_tocounttotell,to count; to tell,1420,COUNT
1439_recitationstorytalk,"recitation, story, talk",2060,STORY
1440_tocounttonumbertorecite,"to count, to number; to recite",1420,COUNT
1441_numberinventory,"number, inventory",1356,NUMBER
1442_number,number,1356,NUMBER
1443_pitocounttoreporttotell,"(pi.) to count; to report, to tell",1711,TELL
1444_raisin,raisin,920,GRAPE
1445_driedfruitraisin,"dried fruit, raisin",920,GRAPE
1446_cakeofdriedgrapes,cake of dried grapes,,
1447_raisins,raisins,,
1448_topresstosqueezetodrytoshrivelup,"to press, to squeeze; to dry, to shrivel up",1414,SQUEEZE
1449_todryupwither,"to dry up, wither",1786,DRY UP
1450_toshrinktodryout,"to shrink, to dry out",54,SHRINK
1451_shriveling,shriveling,,
1452_hungryandthirsty,hungry and thirsty,,
1453_topinchtotouch,"to pinch, to touch",1892,TOUCH
1454_towringtosqueezetoextract,"to wring, to squeeze, to extract",1414,SQUEEZE
1455_towringtosqueezetocompress,"to wring, to squeeze, to compress",1414,SQUEEZE
1456_tosqueezetowring,"to squeeze, to wring",1414,SQUEEZE
1457_towringwetclothestosqueezewateroutofclothesordough,"to wring wet clothes, to squeeze water out of clothes or dough",273,DOUGH
1458_cultivatedfield,(cultivated) field,212,FIELD
1459_openfieldstretchofcultivatedlandfieldlandplotestatefarm,"open field, stretch of cultivated land; field, land, plot, estate, farm",212,FIELD
1460_aglosstoakkugaru,a gloss to Akk. ugāru,,
1461_fieldplain,"field, plain",212,FIELD
1462_opencountrywilduncultivatedplace,"open country, wild, uncultivated place",2230,UNTAMED OR WILD
1463_mountainopencountry,mountain; open country,639,MOUNTAIN
1464_pastureopenfieldsfieldarableland,"pasture, open fields; field, arable land",212,FIELD
1465_fieldopenspaceplaindesert,"field, open space, plain, desert",212,FIELD
1466_mountaincultivatedland,mountain; cultivated land,639,MOUNTAIN
1467_tobedifferenttobelate,to be different; to be late,425,BE LATE
1468_todelaytotarrybedelayedtobeoutstanding,"to delay;  to tarry, be delayed; to be outstanding",425,BE LATE
1469_tobebehindpitodelaytodetain,"to be behind; pi  to delay, to detain",1686,BEHIND
1470_anotherlaterfollowing,"another; later, following",197,OTHER
1471_totarrypostpone,"to tarry, postpone",,
1472_iitodelaypostponetomakesmbretreattobelategoback,"II. to delay, postpone; to make smb retreat; to be late; go back",425,BE LATE
1473_totakeaway,to take away,,
1474_other,other,197,OTHER
1475_another,another,197,OTHER
1476_otherotherone,"other, other one",197,OTHER
1477_othersomeanydifferent,"other; some, any; different",197,OTHER
1478_otheranother,"other, another",197,OTHER
1479_andererweitereranotherfurther,anderer; weiterer (another; further),,
1480_tobegladrejoice,"to be glad, rejoice",2192,REJOICE
1481_joy,joy,2524,JOY
1482_togrowthicklyabundantly,"to grow thickly, abundantly",,
1483_tobehighlofty,"to be high, lofty",1265,HIGH
1484_child,child,2099,CHILD
1485_slave,slave,812,SLAVE
1486_youngman,young man,76,YOUNG MAN
1487_boyyoungmanadultboyservant,"boy, young man; adult; boy, servant",1366,BOY
1488_boyyoungman,"boy, young man",76,YOUNG MAN
1489_boy,boy,1366,BOY
1490_boyyouthprince,"boy, youth; prince",1366,BOY
1491_ayoungmanyouthboymalechild,"a young man, youth, boy, male child",1366,BOY
1492_togird,to gird,,
1493_togirdoneself,to gird oneself,,
1494_straplace,"strap, lace",2973,STRAP
1495_totightenacord,to tighten a cord,,
1496_lace,lace,,
1497_toplacetoput,"to place, to put",998,PUT
1498_toplacesetsetup,"to place, set, set up",160,SET (HEAVENLY BODIES)
1499_toplacetoputtoestablish,"to place, to put, to establish",998,PUT
1500_tosetstandplace,"to set, stand, place",1442,STAND
1501_sheath,sheath,3424,SHEATH
1502_sheathquiver,sheath; quiver,995,QUIVER (FOR ARROWS)
1503_tobenaked,to be naked,590,NAKED
1504_tobenakedunrigged,"to be naked, unrigged",590,NAKED
1505_centremiddleininthemidstoftotowards,"centre, middle; in, in the midst of; to, towards",1460,IN
1506_midstinthemiddle,"midst, in the middle",1093,MIDDLE
1507_shapebodyform,"shape, body, form",1480,BODY
1508_frameform,"frame, form",2624,FRAME
1509_formmanifestation,"form, manifestation",3747,SHAPE
1510_success,success,,
1511_triumphsuccess,"triumph, success",3849,TRIUMPH
1512_successgoodresultsoundwisdomprudence,"success, good result; sound wisdom, prudence",,
1513_table,table,1775,TABLE
1514_tobefrightenedscared,"to be frightened, scared",3033,SCARED
1515_toteachtoinstruct,"to teach, to instruct",709,TEACH
1516_toinstruct,to instruct,,
1517_kniferazor,"knife, razor",1352,KNIFE
1518_razor,razor,151,RAZOR
1519_wine,wine,1524,WINE
1520_grapesvinewine,"grapes, vine, wine",1524,WINE
1521_grapes,grapes,920,GRAPE
1522_vineyard,vine(yard),343,VINE
1523_vineyard,vineyard,,
1524_vineyardwinegrape,"vine(yard), wine, grape",1524,WINE
1525_winevine,"wine, vine",1524,WINE
1526_grapegrapevinevitisvinifera,"grape, grapevine (Vitis vinifera)",920,GRAPE
1527_tohuntwithasnare,to hunt with a snare,,
1528_fowlerbirdcatcher,"fowler, birdcatcher",,
1529_snare,snare,3320,SNARE (TRAP)
1530_tobecomeensnared,to become ensnared,,
1531_tocatchabirdwithasnare,to catch a bird with a snare,,
1532_fowler,fowler,,
1533_witness,witness,1144,WITNESS
1534_topourtocast,to pour; to cast,1487,POUR
1535_topourouttosmeltcast,"to pour out; to smelt, cast",1487,POUR
1536_statue,statue,1002,STATUE
1537_topourouttocast,to pour out; to cast,211,CAST
1538_towearoutgrowold,"to wear out, grow old",,
1539_tobeoldbecomeoldwearout,"to be old, become old, wear out",1229,OLD
1540_oldrancid,"old, rancid",1229,OLD
1541_old,old,1229,OLD
1542_tosnore,to snore,1983,SNORE
1543_whale,whale,957,WHALE
1544_amarineanimal,a marine animal,,
1545_toliedowntorestmostlyofanimals,"to lie down, to rest (mostly of animals)",215,LIE DOWN
1546_toliedowntobeatpeacetolurk,to lie down; to be at peace; to lurk,215,LIE DOWN
1547_torestliedown,"to rest, lie down",168,REST
1548_toliedownrestofanimalsmostlyofanimalstolurk,"to lie down, rest (of animals) (mostly of animals); to lurk",215,LIE DOWN
1549_tolieinpositiontoreclinetocopulate,"to lie in position, to recline; to copulate",549,COPULATE
1550_toliedowncollapse,"to lie down, collapse",215,LIE DOWN
1551_toliedownanimals,to lie down (animals),215,LIE DOWN
1552_grazinground,grazinground,,
1553_toliedowntocouchanimals,"to lie down, to couch (animals)",215,LIE DOWN
1554_tocouchtoliedownanimals,"to couch, to lie down (animals)",215,LIE DOWN
1555_house,house,1252,HOUSE
1556_hausfamiliehousefamily,"Haus, Familie (house, family)",194,FAMILY
1557_haushouse,Haus (house),,
1558_chairthrone,"chair, throne",1476,CHAIR
1559_throne,throne,,
1560_seatthrone,"seat, throne",1476,CHAIR
1561_stuhlthron,"Stuhl, Thron",,
1562_thronechair,"throne, chair",1476,CHAIR
1563_receptaclevessel,"receptacle, vessel",,
1564_utensilvessel,"utensil, vessel",1361,TOOL
1565_garmenttoolinstrumentutensil,"garment; tool, instrument, utensil",1361,TOOL
1566_vesselplate,"vessel, plate",480,PLATE
1567_tobesilent,to be silent (?),48,BE SILENT
1568_tobeatrest,to be at rest,,
1569_rest,rest,168,REST
1570_tofall,to fall,1280,FALL
1571_tobelost,to be lost,3667,LOST
1572_tobelosttodropoff,"to be lost, to drop off",3667,LOST
1573_tobesilent,to be silent,48,BE SILENT
1574_tobequiet,to be quiet,1314,QUIET
1575_tolieatresttokeepquiet,"to lie at rest, to keep quiet",,
1576_ceasingfallingintoabeyance,"ceasing, falling into abeyance",,
1577_toencamptolodgetorest,"to encamp, to lodge, to rest",168,REST
1578_tofalltotumbletobeabsenttobelost,"to fall, to tumble; to be absent, to be lost",1280,FALL
1579_personone,"person, one",1493,ONE
1580_manhumanbeings,"man, human beings",1554,MAN
1581_humanbeing,human being,683,PERSON
1582_mannmenschman,"Mann, Mensch (man)",,
1583_leutepeople,Leute (people),,
1584_anumerouscompanyofmenmanymen,"a numerous company of men, many men",,
1585_road,road,667,ROAD
1586_waypath,"way, path",2252,PATH
1587_roadway,"road, way",667,ROAD
1588_wayroad,"way, road",667,ROAD
1589_waypathroad,"way, path, road",667,ROAD
1590_affairmatterundertaking,"affair, matter, undertaking",2214,AFFAIR
1591_affairechoseaffairthing,"affaire, chose (affair, thing)",738,THING
1592_ordersinstructionsaffairmatter,"orders, instructions; affair, matter",2214,AFFAIR
1593_1tocometoreach2tobeable,"1. to come, to reach; 2. to be able",1387,ARRIVE
1594_footsteptrace,"footstep, trace",318,FOOTPRINT
1595_placesitelocation,"place, site, location",723,PLACE (POSITION)
1596_place,place,723,PLACE (POSITION)
1597_whothatwhichrelativeparticlethatsothat,"who, that, which (relative particle); that, so that",1235,WHO
1598_instead,instead,1652,INSTEAD
1599_traceplacelocation,"trace; place, location",723,PLACE (POSITION)
1600_landheimatcountryhomeland,"Land, Heimat (country, homeland)",626,LAND
1601_remainrelictrace,"remain, relic, trace",987,REMAIN
1602_track,track,318,FOOTPRINT
1603_pathtracetrackfootprint,"path, trace, track, footprint",2252,PATH
1604_tocometogo,"to come, to go",1446,COME
1605_ikommentocome,I. kommen (to come),,
1606_iiitocollecttogather,"(III) to collect, to gather",7,GATHER
1607_tocometocomeback,"to come, to come back",1446,COME
1608_tocometoreturn,"to come, to return",1446,COME
1609_toentertocome,"to enter, to come",1446,COME
1610_hineingehencomein,hineingehen (come in),,
1611_tocomeupontohappentobe,"to come upon, to happen to be",,
1612_1topassby2tohittoreachthemarkathrownobject,"1. to pass by; 2. to hit, to reach the mark (a thrown object)",,
1613_tolookfortosearchtoexamine,to look for; to search; to examine,1468,LOOK FOR
1614_tolookfortosearchfor,"to look for, to search for",1468,LOOK FOR
1615_torevealtoshow,"to reveal, to show",1039,SHOW
1616_toenquire,to enquire,,
1617_tosearchtowant,"to search, to want",1784,WANT
1618_toseektorequest,"to seek, to request",1468,LOOK FOR
1619_toasktowishtorequire,"to ask, to wish, to require",1309,ASK (INQUIRE)
1620_toasktorequiretowant,"to ask, to require, to want",1784,WANT
1621_toexaminesearchspy,"to examine, search, spy",1468,LOOK FOR
1622_tostriveafterpursuedesiretorequest,"to strive after, pursue, desire; to request",1047,PURSUE
1623_toasktowanttoseek,"to ask, to want, to seek",1784,WANT
1624_wollen,wollen,,
1625_toseektodesire,"to seek, to desire",2117,DESIRE
1626_desire,desire,2960,LONGING (WISH)
1627_serpent,serpent,730,SNAKE
1628_schlangesnake,Schlange (snake),,
1629_mannlicheschlangemalesnake,männliche Schlange (male snake),,
1630_ersahhesaw,er sah (he saw),,
1631_infrontofbefore,"in front of, before",1883,IN FRONT OF
1632_front,front,2194,FRONT (PART)
1633_infrontof,in front of(?),,
1634_infronteastbeforeearlierinoldendays,"in front; east; before, earlier, in olden days",1882,BEFORE
1635_before,before,1882,BEFORE
1636_beforeinthepresenceofintheopinionofincumbentupon,"before, in the presence of; in the opinion of; incumbent upon",1882,BEFORE
1637_beforeinthepresenceof,before; in the presence of,1882,BEFORE
1638_beforethempreviouslyheretofore,"before (them), previously, heretofore",1882,BEFORE
1639_beforetime,before (time),1882,BEFORE
1640_vorher,vorher,,
1641_vorhinterinfrontofbehind,"vor, hinter (in front of, behind)",1686,BEHIND
1642_beforeinfrontof,"before, in front of",1882,BEFORE
1643_beforepriortoprevioustopreparatorytoearlieragoinfrontofforwardatfirstaheadaheadof,"before, prior to, previous to, preparatory to, earlier, ago, in front of, forward, at first, ahead, ahead of",1882,BEFORE
1644_forwardatfirstbeforeearlierago,"forward, at first; before, earlier, ago",1882,BEFORE
1645_beforeago,"before, ago",1882,BEFORE
1646_forwardinfrontofbefore,"forward, in front of, before",1882,BEFORE
1647_tokilltomurder,"to kill, to murder",1417,KILL
1648_totentokill,töten (to kill),,
1649_1totentokill,1. töten (to kill),,
1650_iiitofightcombat,"III. to fight, combat",,
1651_tokilltoslay,"to kill, to slay",1417,KILL
1652_masterowner,"master, owner",1036,OWNER
1653_herrbesitzerlordowner,"Herr, Besitzer (lord, owner)",1036,OWNER
1654_asynonymforlordmaster,"(a synonym for lord, master)",383,MASTER
1655_lordowner,"lord, owner",1036,OWNER
1656_husbandlandownercitizen,"husband; landowner, citizen",1200,HUSBAND
1657_lordchiefownerpossessorhusbandcitizeninhabitant,"lord, chief; owner, possessor; husband; citizen, inhabitant",1200,HUSBAND
1658_ownerlord,owner; lord,1036,OWNER
1659_ownerhusband,"owner, husband",1200,HUSBAND
1660_lordmasterhusband,"lord, master, husband",1200,HUSBAND
1661_ownerlord,"owner, lord",1036,OWNER
1662_ownercitizenhusband,"owner, citizen, husband",1200,HUSBAND
1663_ownerpossessormaster,"owner, possessor; master",1036,OWNER
1664_masterownerinhabitant,master; owner; inhabitant,1036,OWNER
1665_masterowner,master; owner,1036,OWNER
1666_masterhusband,master; husband,1200,HUSBAND
1667_owner,owner,1036,OWNER
1668_tomarryamanorawoman,to marry (a man or a woman),962,WOMAN
1669_theowneronewhohas,"the owner, one who has",1036,OWNER
1670_towitness,to witness,1144,WITNESS
1671_togivetestimony,to give testimony,,
1672_witnesstestiminy,"witness, testiminy",1144,WITNESS
1673_totestifyadmonish,"to testify, admonish",,
1674_totestify,to testify,,
1675_mauerwandwall,"Mauer, Wand (wall)",,
1676_,?,,
1677_tobegin,to begin,1806,BEGIN
1678_torelease,to release,1095,LET GO OR SET FREE
1679_toletloose,to let loose,,
1680_release,release,1095,LET GO OR SET FREE
1681_toloosen,to loosen,1933,LOOSEN
1682_todwellencamploosenforgive,"to dwell, encamp, loosen, forgive",1528,FORGIVE
1683_tothrowofftoremove,"to throw off, to remove",,
1684_topardontoabsolvetoforgive,"to pardon, to absolve, to forgive",1528,FORGIVE
1685_impgive,(imp.) give,1447,GIVE
1686_gebentogive,geben (to give),,
1687_igebentogive,I. geben (to give),,
1688_togranttogiveasafreegiftdisinterestedly,"to grant; to give as a free gift, disinterestedly",,
1689_togivetogrant,"to give, to grant",1447,GIVE
1690_donnertogive,donner (to give),,
1691_togivegrant,"to give, grant",1447,GIVE
1692_1give2let,1. give!; 2. let!,,
1693_tosetafiretokindletoburn,"to set afire, to kindle, to burn",2102,BURN
1694_tobeonfiretoblaze,"to be on fire, to blaze",,
1695_aphtosetonfire,(aph.) to set on fire,,
1696_toburnintr,to burn (intr.),1428,BURNING
1697_iverbrennentoburniiiverbrennentranstosetonfire,I. verbrennen (to burn); III. verbrennen (trans.) (to set on fire),,
1698_toburntoburnup,"to burn, to burn up",2102,BURN
1699_sonmember,"son, member",1620,SON
1700_sohnson,Sohn (son),,
1701_tobe,to be,1579,BE
1702_tochangetoturninto,"to change, to turn into",1264,CHANGE
1703_tobecometolie,"to become, to lie",1990,BECOME
1704_tocometopasstooccurtobetobecome,"to come to pass, to occur, to be, to become",1579,BE
1705_tobetoexisttohappen,"to be, to exist, to happen",1579,BE
1706_tobetohappentoexist,"to be, to happen, to exist",1579,BE
1707_tobetoendurelasttobecomeresultbemade,"to be; to endure, last; to become, result, be made",1579,BE
1708_werdenseintobecometobe,"werden, sein (to become, to be)",1579,BE
1709_iwerdentobecome,I. werden (to become),,
1710_tofalltoswoop,"to fall, to swoop",1280,FALL
1711_esgibtnichtthereisno,es gibt nicht (there is no),,
1712_bullox,"bull, ox",1008,BULL
1713_bullock,bullock,,
1714_cow,cow,1007,COW
1715_bullbullstatuette,bull; bullstatuette,1008,BULL
1716_ox,ox,1169,OX
1717_castratedgoatesteemedforbankets,castrated goat (esteemed for bankets),,
1718_bull,bull,1008,BULL
1719_cowbull,"cow, bull",1007,COW
1720_oxbull,"ox, bull",1008,BULL
1721_bovine,bovine,3044,BOVINE
1722_oxcow,"ox, cow",1007,COW
1723_ochseox,Ochse (ox),,
1724_kuhcow,Kuh (cow),,
1725_face,face,1560,FACE
1726_tofacetogoforward,"to face, to go forward",1560,FACE
1727_toreturn,to return,581,COME BACK
1728_patoremovetotakeout,"(pa.) to remove, to take out",3654,TAKE OUT
1729_toturnaround,to turn around,1444,TURN AROUND
1730_sideregionplace,side; region; place,723,PLACE (POSITION)
1731_vesper,vesper,,
1732_yardexteriorcourt,"yard, exterior court",736,YARD
1733_topassawaytovanish,"to pass away, to vanish",1494,DIE
1734_landoutsidesettlement,land outside settlement,,
1735_spaceoutsidefrontofbuilding,space outside; front of building,,
1736_champespaceexterieurenvironsimmediatsfacadedunedificefieldoutdoorspaceimmediatesurroundingsfacadeofabuilding,"champ, espace extérieur; environs immédiats; façade d'un édifice (field, outdoor space; immediate surroundings; facade of a building)",,
1737_waypathside,"way, path, side",2252,PATH
1738_waypathroadcourseside,"way, path road, course, side",682,SIDE
1739_tosendaway,to send away,,
1740_tosend,to send,1127,SEND
1741_tovanishtoperishtodepart,"to vanish, to perish, to depart",1752,LEAVE
1742_tosendtopasturetoturnawaytosendoff,"to send to pasture; to turn away, to send off",,
1743_directionside,"direction, side",682,SIDE
1744_toward,toward,2754,TOWARDS
1745_togotoward,to go toward,,
1746_earlierbefore,"earlier, before",1882,BEFORE
1747_earlierfirstlyinfrontofbefore,"earlier, firstly; in front of, before",1882,BEFORE
1748_facefrontpart,"face, front part",1560,FACE
1749_earlierfirstlyinfrontof,"earlier, firstly; in front of",1883,IN FRONT OF
1750_onthepointofabouttoformerlyearlier,"on the point of, about to; formerly, earlier",2914,ONCE (IN THE PAST)
1751_tomovecowsfromoneareatoanother,to move (cows) from one area to another,,
1752_tovanish,to vanish,,
1753_1toturnonesfacetoheadfor2tofavorsomebody,"1. to turn one’s face, to head for; 2. to favor somebody",,
1754_formerly,formerly,2914,ONCE (IN THE PAST)
1755_threedaysbeforeyesterday,three days before yesterday,,
1756_twodaysbeforeyesterday,two days before yesterday,,
1757_tocomeintoenter,"to come in, to enter",749,ENTER
1758_settingofthesun,setting of the sun,,
1759_pledge,pledge,,
1760_sunset,sunset,2295,SUNSET
1761_togiveaguaranteeorpledgestandsuretyforleaveadeposit,"to give a guarantee or pledge, stand surety for, leave a deposit",,
1762_guarantorsurety,"guarantor, surety",,
1763_sunsetwest,"sunset, west",1817,WEST
1764_togoawaytodeparttohidetodisappeartobeforeignorobscure,"to go away, to depart; to hide, to disappear; to be foreign or obscure",2486,HIDE
1765_togoastraytogetlost,"to go astray, to get lost",423,GET LOST
1766_todisappearvanishtobelosttoperish,"to disappear, vanish; to be lost, to perish",485,DISAPPEAR
1767_peculiarstrangestranger,"peculiar, strange; stranger",600,STRANGE
1768_stranger,stranger,791,STRANGER
1769_strange,strange,600,STRANGE
1770_toteachtotrain,"to teach, to train",709,TEACH
1771_toteachtoelucidate,"to teach, to elucidate",709,TEACH
1772_tolearn,to learn,504,LEARN
1773_ilernentolearn,I. lernen (to learn),,
1774_rod,rod,,
1775_stickstaff,"stick, staff",1295,STICK
1776_rodscepter,"rod, scepter",,
1777_rodstaff,"rod, staff",1296,WALKING STICK
1778_staff,staff,1296,WALKING STICK
1779_staffscepter,"staff, scepter",1296,WALKING STICK
1780_stick,stick,1295,STICK
1781_branch,branch,1531,BRANCH
1782_cudgelwalkingstick,"cudgel, (walking) stick",1295,STICK
1783_stickwalkingstick,"stick, walking stick",1295,STICK
1784_stickcutfromapalmbranch,stick cut from a palm branch,,
1785_wrath,wrath,,
1786_anger,anger,82,ANGER
1787_angerdivinepunishment,anger; divine punishment,82,ANGER
1788_tobring,to bring,692,BRING
1789_tobringtotransport,"to bring, to transport",692,BRING
1790_tocarrytobringtotake,"to carry, to bring, to take",1749,TAKE
1791_floodthedeluge,"flood, the Deluge",613,HIGH TIDE
1792_hiptobring,(hip.) to bring,692,BRING
1793_tobeartoconveytotransport,"to bear, to convey, to transport",2711,TRANSPORT
1794_tobringtolead,to bring; to lead,692,BRING
1795_tobringhaf,to bring (Haf.),692,BRING
1796_aphtobring,(aph.) to bring,692,BRING
1797_toleadtodeilvertotranslate,to lead; to deilver; to translate,43,LEAD (GUIDE)
1798_mitnehmenwegbringentakeaway,"mitnehmen, wegbringen (take away)",,
1799_tobebiggreattobenumerous,"to be big, great; to be numerous",1202,BIG
1800_fatthicklarge,"fat, thick, large",1244,THICK
1801_fattenedsheep,fattened sheep,,
1802_hiptomultiply,(hip.) to multiply,,
1803_strongmightymanynumerous,"strong, mighty, many, numerous",1198,MANY
1804_tobeplentiful,to be plentiful,,
1805_tobegreatbig,"to be great, big",1202,BIG
1806_greatgrand,"great, grand",1202,BIG
1807_honoredhonorablegloriousmagnificentfamousillustriousnobleprecious,"honored, honorable, glorious, magnificent, famous, illustrious, noble, precious",3002,PRECIOUS
1808_honourednoble,"honoured, noble",482,NOBLE
1809_honorablehonoredrespectablereputableeminentvenerablenobledignifiedimpressivestately,"honorable, honored; respectable, reputable, eminent, venerable, noble, dignified, impressive, stately",482,NOBLE
1810_honoredrespected,"honored, respected",,
1811_togetrichtobecomewelltodowealthy,"to get rich, to become welltodo, wealthy",712,RICH
1812_onewhoprospersgetsrichwhohasthechanceofbecomingprosperous,"one who prospers, gets rich, who has the chance of becoming prosperous",,
1813_wealthyperson,wealthy person,,
1814_tobebecomerich,to be/become rich,1579,BE
1815_tobecomerich,to become rich,,
1816_tobelargenumerous,"to be large, numerous",1198,MANY
1817_greatlarge,"great, large",1202,BIG
1818_chief,chief,301,CHIEFTAIN
1819_numerousmanygreat,"numerous, many; great",1198,MANY
1820_biglarge,"big, large",1202,BIG
1821_great,great,1202,BIG
1822_greatonegreatthing,"great one, great thing",,
1823_tobecomegreatbegreat,"to become great, be great",1202,BIG
1824_masterthegreatest,"master, the greatest",383,MASTER
1825_grobig,groß (big),,
1826_lordpossessor,"lord, possessor",3153,LORD
1827_vtobecollectedcongregated,"V. to be collected, congregated",,
1828_often,often,1852,OFTEN
1829_muchwater,much water,,
1830_soulasreceptacleofvitalenergy,soul (as receptacle of vital energy),811,SOUL
1831_lifesoul,"life, soul",210,LIFE
1832_sumzi,Sum. ZI,,
1833_appetitbegehrenseelelebewesenmenschappetitdesiresoullivingthinghuman,"Appetit, Begehren; Seele; Lebewesen, Mensch (appetit, desire; soul; living thing; human)",811,SOUL
1834_soul,soul,811,SOUL
1835_soulspiritbreathlifeetc,"soul, spirit, breath, life, etc.",210,LIFE
1836_weinwine,Wein (wine),,
1837_tosupporttoleanupon,"to support, to lean upon",,
1838_todamacanaltocover,"to dam a canal, to cover (?)",761,COVER
1839_kindofbird,kind of bird,,
1840_roostercock,"rooster, cock",1511,ROOSTER
1841_asmallbirdoflightyellowcolourprobablyasortoflapwing,a small bird of lightyellow colour (probably a sort of lapwing),,
1842_camel,camel,1871,CAMEL
1843_arabiancameldromedary,"Arabian camel, dromedary",,
1844_herdofcamels,herd of camels,,
1845_chameauxracedechameauxcamelsbreedofcamels,"chameaux, race de chameaux (camels, breed of camels)",,
1846_malecamel,male camel,,
1847_femalecamel,female camel,,
1848_shecamel,shecamel,,
1849_abird,a bird,937,BIRD
