ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
1087	Old Aramaic	interior	gw		(DNWSI 215)	200
1089	Biblical Aramaic	interior; inner part	gw		(HALOT 1842)	200
1088	Jewish Palestinian Aramaic	inside; on; in	gw		(DJPA 121)	200
15795	Jewish Babylonian Aramaic	inner (part)	gawwāˀā		(DJBA 267)	200
1090	Syriac	inner part of the body, stomach	gawwā		(LSyr. 107, SL 210)	200
15796	Mandaic	inside, interior	gaua		(MD 74)	200
11539	Maalula	interior	γawwa		(GNDM 29)	200
1091	Turoyo	Bauch; Inneres	gawo		(Jastrow 2002:162)	200
	PArm	to be strong	*ḥsn		(Kogan 2015:383)	201
1095	Old Aramaic	fortification; stronghold	ḥsn		(DNWSI 393)	201
1096	Biblical Aramaic	to take possesion of; occupy	ḥsn		(HALOT 1878)	201
1097	Jewish Palestinian Aramaic	hard; strong	ḥsyn		(DJPA 210)	201
1416	Jewish Babylonian Aramaic	(aph.) to bequeth, to take possession	ḥsn		(DJBA 475)	201
1098	Syriac	to be strong	ḥsn		(LSyr. 247, SL 478)	201
	PS	to be steadfast, sure, reliable	*kwn/*kyn		(Kogan 2015:560)	202
7922	Akkadian	to be firm in place, to remain stationary, to be reliable, correct	kânu		(CAD K 159, AHw. 438)	202
27223	Akkadian	yes	kēna		(CAD K 311; AHw. 479)	202
27224	Hebrew	correct, right, certain	kēn		(HALOT 482)	202
	Proto-MSA	to be numerous	*kwn/*kyn		(Kogan 2015:560)	203
1099	Mehri	much, many, a lot of	mēkən		(ML 264)	203
17390	Jibbali	many	mέkən		(JL 170)	203
	PS	to fumigate	*ḳṭr		(Kogan 2015: 269)	204
1124	Akkadian	smoke	ḳutru		(CAD Q 326, AHw. 931)	204
575	Ugaritic	smoke	ḳṭr		(DUL 720)	204
1126	Hebrew	to make a sacrifice, to go up in smoke	ḳṭr		(HALOT 1094)	204
21611	Jewish Babylonian Aramaic	smoke	ḳuṭrā		(DJBA 990)	204
1127	Mandaic	to fumigate	gṭr		(MD 88)	204
21612	Mandaic	smoke	guṭra		(MD 83)	204
1128	Arabic	to exhale a scent; to smoke	qtr		(Lane 2486)	204
1129	Arabic	aloewood with which one fumigates	quṭr-		(Lane 2543)	204
1130	Sabaic	incensealtar	mḳṭr		(SD 109)	204
	PCS	mountain	*ṯ̣ūr-		(Kogan 2015: 203; Kogan 2011: 190)	205
17149	Akkadian	cliff, rock	ṣūru		(Streck 2000:117)	205
520	Ugaritic	mountain	γr		(DUL 324)	205
398	Hebrew	rock	ṣūr		(HALOT 1016)	205
15924	Jewish Babylonian Aramaic	mountain	ṭūrā		(DJBA 498)	205
1132	Syriac	mountain	ṭurā		(LSyr. 272, SL 521)	205
15925	Mandaic	mountain, hill	ṭura		(MD 178)	205
15728	Turoyo	mountain, mountain range	ṭuro		(RW 540)	205
4903	Sabaic	mountain	ṯ̣wr		(SD 173)	205
	PS	to see	*ḥḏy/*ḥzy		(Kogan 2015: 394–395)	206
573	Ugaritic	to see, to look, to observe	ḥdy		(DUL 356)	206
2150	Phoenician	to see	ḥz		(DNWSI 357‒359)	206
2149	Hebrew	to see, behold	ḥzy		(HALOT 301)	206
2144	Old Aramaic	to see	ḥzy		(DNWSI 357‒359)	206
2145	Biblical Aramaic	to see; to perceive	ḥăzā		(HALOT 1872)	206
16855	Jewish Babylonian Aramaic	to see, look at	ḥzy		(DJBA 444)	206
2146	Syriac	to see	ḥzy		(LSyr. 224, SL 438)	206
16856	Mandaic	to see, look	hza		(MD 138)	206
2147	Mlaḥso	sehen; finden (to see; to find)	ḥzy		(Jastrow 1994:158)	206
15752	Turoyo	I. sehen; finden (to see; find)	ḥzy		(JL 166)	206
15536	Arabic	to divine from the flight of birds	ḥzw		(Lane 563)	206
15537	Amharic	to see	ayyä		(AED 1282)	206
15539	Harari	to look, to watch something	ḥēǯä		(EDH 81)	206
15540	Selti	to see	anže		(EDH 123)	206
15541	Wolane	to see	anže		(EDH 123)	206
15549	Gafat	voir (to see)	aǯǯä		(Leslau 1956:173)	206
2148	Chaha	to see	ažä/ašä		(EDG 123)	206
15543	Endegen	to see	ašä		(EDH 123)	206
15544	Gyeto	to see	ašä		(EDH 123)	206
	PC	lord	*ˀadān-		(Kogan 2015: 279)	207
1167	Ugaritic	lord, master; noble father	ˀadn		(DUL 18‒19)	207
1168	Ugaritic	(place of) dominion	ˀudn		(DUL 20)	207
1169	Ugaritic	lady	ˀadt		(DUL 23)	207
1170	Phoenician	lord	ˀdn		(DNWSI 15‒16)	207
1171	Phoenician	lady	ˀdt		(DNWSI 15‒16)	207
1172	Hebrew	lord, master	ˀādōn		(HALOT 13)	207
1175	Palmyrean	lady	ˀdth		(DNWSI 16)	207
1173	Nabataean	lord	ˀdwnh		(DNWSI 16)	207
1174	Jewish Palestinian Aramaic	lord	ˀdwn(h)		(DJA 29)	207
	PC	to be great, strong, magnificent	*ˀdr		(Kogan 2015: 280)	208
551	Ugaritic	wonderful, magnificent, strong, of good quality	ˀadr		(DUL 20)	208
1181	Ugaritic	nobility, the most noble	ˀudr		(DUL 20‒22)	208
1183	Phoenician	to be mighty, powerful	ˀdr		(DNWSI 17‒19)	208
1184	Phoenician	great, mighty, grand, illustrious, splendid	ˀdr		(DNWSI 17‒19)	208
1185	Hebrew	to be glorious	ˀdr		(HALOT 16)	208
1186	Hebrew	mighty, magnificent	ˀaddīr		(HALOT 13‒14)	208
1187	Hebrew	splendor	ˀädär		(HALOT 16)	208
1188	Hebrew	splendor	ˀaddärät		(HALOT 17)	208
1189	Jewish Palestinian Aramaic	mighty	ˀdyr		(DJPA 35)	208
	PC	to love	*ˀhb		(Kogan 2015: 280)	210
1193	Ugaritic	to love	ˀhb		(DUL 31)	210
1195	Hebrew	to like, love	ˀhb		(HALOT 17‒18)	210
1196	Hebrew	love	ˀahăbā		(HALOT 18)	210
	PC	there is not	*ˀayn-		(Kogan 2015: 281)	212
1208	Ugaritic	there is not	ˀin		(DUL 77; Tropper 2000: 820‒822)	212
1210	Phoenician	there is not	ennu		(DNWSI 46)	212
1209	Phoenician	there is not	ynny		(DNWSI 46)	212
1212	Hebrew	there is not	ˀayin, ˀēn		(HALOT 41–42)	212
6115	Moabite	there is not	ˀn		(DNWSI 46)	212
	PC	vigor, wealth	*ˀān-		(BDB 19; Kogan 2015: 282)	213
1214	Ugaritic	strength	ˀan		(DUL 76)	213
1215	Hebrew	power, wealth	ˀōn		(HALOT 22)	213
	PC	misfortune	*ˀawn-		(BDB 19; Kogan 2015: 282)	214
1218	Ugaritic	grief, misfortune	ˀun		(DUL 78)	214
1219	Hebrew	disaster, sin, injustice; trouble, sorrow, wickedness	ˀāwän		(HALOT 22)	214
	PC	ship	*ˀVny(-at)-		(HALOT 70, CDG 410, Fronzaroli 1966‒1967: 212, 1972: 627, Kogan 2015: 282)	215
1222	Ugaritic	ship	ˀany(t)		(DUL 85)	215
6117	Amarna Canaanite	ship, boat	a-na-yi		(EA 245: 28)	215
1224	Hebrew	ship	ˀŏniyyā		(HALOT 71)	215
	PS	vessel, receptacle	*ˀVnVy-		(HALOT 70, CDG 410, Fronzaroli 1966‒1967: 212, 1972: 627, Kogan 2015: 282)	216
17173	Akkadian	bewegliche Habe (moveable property)	nuwātu		(AHw. 803, Huehnergard 1991a:692)	216
6116	Akkadian	vessel; tools, equipment	unūtu		(CAD U–W 172, AHw. 1422)	216
2035	Hebrew	ships, fleet	ˀŏnī		(HALOT 70)	216
17172	Arabic	vessel	ˀināˀ-		(Lane 119)	216
2037	Arabic	port	mīnāˀ-		(LA 15 486)	216
2036	Geez	vessel, utensil, instrument	nəwāy		(CDG 410)	216
	PC	wheel	*ˀVpn-		(Kogan 2015: 283)	217
1226	Ugaritic	wheel	ˀapn		(DUL 90)	217
1227	Hebrew	wheel	ˀōpan		(HALOT 23)	217
1229	Syriac	wheels	ˀopne		(LSyr. 41, SL 19)	217
	PC	extremity	*ˀaps-		(HALOT 79, DRS 29, Kogan 2015: 283)	218
1232	Ugaritic	extremity, edge, end	ˀaps		(DUL 91)	218
1233	Amarna Canaanite	extremity	up-sí-ḫi		(DNWSI 97)	218
1234	Phoenician	only	ˀps		(DNWSI 97)	218
1235	Hebrew	extremity, end; end, nothing, nothingness; notwithstanding	ˀäpäs		(HALOT 79)	218
1236	Hebrew	to be at an end, to be no more	ˀps		(HALOT 79)	218
1237	Hebrew	the two extremities	ˀopsayim		(HALOT 79)	218
	PC	window	*ˀarubb-at-		(Kogan 2015: 283)	219
1239	Ugaritic	skylight, window	ˀurbt		(DUL 99)	219
1240	Hebrew	hole in the wall through which the smoke passes	ˀărubbā		(HALOT 83)	219
	PS	to be massive, compact, heavy	*ˁms		(Kogan 2015: 284)	220
1246	Syriac	(etp.) to be drawn together, pressed together	ˁms		(LSyr. 530, SL 1112)	220
1247	Arabic	to be hard, strong	ˁms		(LA 6 177)	220
1248	Tigre	to become pregnant	ˁamsä		(WTS 456)	220
	PC	part of the eye	*ˁapˁap-		(Kogan 2015: 285)	221
1249	Ugaritic	pupil (of eye)	ˁpˁp		(DUL 173)	221
1250	Hebrew	eyelashes; eyes	ˁapˁappayim		(HALOT 861)	221
	PC	city, town	*ˁīr-		(Kogan 2015: 285)	222
1252	Ugaritic	city	ˁr		(DUL 178)	222
1253	Phoenician	town	ˁr		(DNWSI 883)	222
1254	Hebrew	city, town	ˁīr		(HALOT 821)	222
	PC	by, at, from	*bād-/*bad-		(Kogan 2015: 286)	223
	PC	to look for	*bḳṯ		(Kogan 2015: 287)	224
1266	Ugaritic	to search for, to look for; to investigate, to find out	bḳṯ		(DUL 235)	224
1267	Phoenician	to seek, to look for	bḳš		(DNWSI 188)	224
1268	Hebrew	(pi.) to search for, to demand	bḳš		(HALOT 152)	224
	PWS	to dig (out)	*bḳṯ		(Kogan 2015: 287)	225
15487	Tigrinya	to pull up, to uproot (plants, trees)	bäḳḳʷäsä		(TED 1147, Brockelmann 1927: 31)	225
15485	Jibbali	to dig away, to dig up, to dig for	bɔ́ḳɔ́ṯ		(JL 25, Müller 1995:145)	225
15486	Jibbali	to throw things around while searching	bɔ́tḳəṯ		(JL 25, Müller 1995:145)	225
	PC	iron	*barḏill-		(Kogan 2015: 287)	226
1269	Ugaritic	iron	brḏl		(DUL 236)	226
1270	Phoenician	iron	brzl		(DNWSI 196)	226
1271	Hebrew	iron	barzäl		(HALOT 155)	226
	PC	to speak	*dbr		(BDB 180, HALOT 210, DRS 214‒215, Schmidt 1978: 94‒95, Kogan 2015: 288)	227
1276	Ugaritic	to say	dbr		(DUL 264)	227
1277	Phoenician	to speak	dbr		(DNWSI 238‒239)	227
1278	Phoenician	word	dbr		(DNWSI 238‒239)	227
1279	Hebrew	to speak	dbr		(HALOT 210‒211)	227
1280	Hebrew	word, matter	dābār		(HALOT 210‒211)	227
17179	Deir Alla	word; he spoke	dbr		(DNWSI 239; Hackett 1984:30)	227
17178	Official Aramaic	word, matter	dbr		(DNWSI 239; HALOT 1848)	227
	PC	grain	*dagan-		(Kogan 2015: 288,  Renfroe 1992: 91‒94, del Olmo Lete 2001, Schwemer 2001: 282)	228
1282	Ugaritic	grain, wheat	dgn		(DUL 267)	228
1283	Phoenician	grain	dgn		(DNWSI 241)	228
1284	Hebrew	corn, grain	dāgān		(HALOT 214)	228
17180	Old Aramaic	grain	dgn		(Porten–Yardeni 1993)	228
17181	Jewish Palestinian Aramaic	grain	dgn		(DJPA 139)	228
	PC	roof	*gagg-		(Greenfield 1969: 98, Ginsberg 1970: 103, Kogan 2015: 289)	229
1285	Ugaritic	roof	gg		(DUL 296)	229
1286	Amarna Canaanite	roof	ga-ag-gi-m[i]		(EA 287:37; CAD G 9)	229
1287	Hebrew	roof	gāg		(HALOT 176)	229
	PC	to rejoice	*gyl		(Kogan 2015: 289)	230
1288	Ugaritic	to rejoice	gl		(DUL 297)	230
1290	Hebrew	to shout in exultation, to rejoice	gyl		(HALOT 189)	230
17182	Ammonite	to rejoice	gl		(DNWSI 222)	230
	PC	rain	*gašm-		(Kogan 2015: 291)	231
1303	Ugaritic	rain, downpour	gšm		(DUL 310)	231
1304	Hebrew	rain	gäšäm		(HALOT 205)	231
	PC	wine or olive press	*gin-t-		(Kogan 2015: 292)	232
1307	Ugaritic	wine or olive press; farmstead, estate	gt		(DUL 310)	232
1308	Hebrew	winepress	gat		(HALOT 206)	232
	PC	to hit, to strike	*hlm		(Kogan 2015: 292)	233
1310	Ugaritic	to hit	hlm		(DUL 339)	233
1312	Phoenician	struck coinage, coin mint	mhlm		(Krahmalkov 2000: 272, cf. DNWSI 601)	233
1311	Hebrew	to strike, to beat	hlm		(HALOT 249)	233
	PC	crowd	*hamull-at-		(DRS 419, Kogan 2015: 292)	234
1314	Ugaritic	multitude	hmlt		(DUL 342)	234
1315	Hebrew	crowd	hămullā		(HALOT 251)	234
	PC	mountain	*harr-		(Kogan 2015: 293)	235
1319	Ugaritic	mountain	hr		(DUL 345)	235
1320	Amarna Canaanite	mountain	ḫa-ar-ri		(EA 74: 20)	235
1321	Phoenician	mountain	hr		(DNWSI 293)	235
1322	Hebrew	mountain	har		(HALOT 254)	235
	PC	new moon, month	*ḥudṯ-		(Pardee 2000: 151‒152, Kogan 2015: 293)	236
1323	Ugaritic	new moon	ḥdṯ		(DUL 356)	236
1324	Phoenician	new moon; month	ḥdš		(DNWSI 350‒351)	236
1325	Hebrew	new moon; month	ḥōdäš		(HALOT 294)	236
	PC	window	*ḥallān-		(Greenfield 1969: 98, Ginsberg 1970: 103, Kogan 2015: 294)	237
1326	Ugaritic	window	ḥln		(DUL 361)	237
1327	Hebrew	window	ḥallōn		(HALOT 320)	237
	PC	wall	*ḥāmiy-(a)t-		(Blau 1957: 98, Marrassini 1971: 54‒56, Ginsberg 1973:134, Kogan 2015: 294)	238
1329	Ugaritic	wall	ḥmt		(DUL 364‒365)	238
1330	Amarna Canaanite	wall, fortress	ḫu(!)-mi-tu		(EA 141: 44)	238
1331	Phoenician	wall, fortress	ḥmyt		(DNWSI 381)	238
1333	Hebrew	(city) wall	ḥōmā		(HALOT 298)	238
1332	Moabite	wall, fortress	ḥmt		(DNWSI 381)	238
1340	Arabic	mass of stones with which a well is cased; all the stones of the casing of a well, matching one another	ḥāmiyat-		(Lane 652)	238
17185	Arabic	Hofraum (courtyard)	ḥāmiyeh		(Behnstedt 288)	238
7706	Qatabanian	wall	tḥmy		(LIQ 63‒64)	238
	PC	artisan	*ḥarraš-/*ḥaraš-		(Kogan 2015: 295)	239
1341	Ugaritic	craftsman, manual worker; artisan, builder	ḥrš		(DUL 370)	239
1344	Phoenician	handicraftsman, artisan	ḥrš		(DNWSI 408)	239
1345	Hebrew	craftsman	ḥārāš		(HALOT 358)	239
	PC	to full, to wash clothes	*kbs		(Kogan 2015: 296)	240
1359	Ugaritic	fuller, launderer	kbs, kbs̀		(DUL 429)	240
1360	Phoenician	fuller	kbs		(DNWSI 486, Krahmalkov 2000: 223)	240
1362	Hebrew	(pi.) to full, to clean	kbs		(HALOT 459)	240
1361	Hebrew	fuller	kōbēs		(HALOT 459)	240
	PC	spelt (grain similar to wheat)	*kussam-t-		(Kogan 2015: 296)	241
4056	Ugaritic	spelt, emmer wheat	ksm, ks̀m		(DUL 462)	241
4057	Hebrew	spelt, emmer wheat	kussämät		(HALOT 490)	241
	PC	to sleep, to stay the night	*lyn		(Nöldeke 1904: 42, Kogan 2015: 297)	242
1372	Ugaritic	to sleep, to stay the night	ln		(DUL 500)	242
7707	Phoenician	to spend the night	ytlnn		(DNWSI 575)	242
1373	Hebrew	to spend the night, to stay over night	lyn		(HALOT 529)	242
	PC	down	*maṭṭ-		(Kogan 2015: 298)	243
1381	Phoenician	what is below	mṭ		(DNWSI 616)	243
1382	Hebrew	beneath, downwards	máṭṭā		(HALOT 573)	243
	PC	bed	*mVṭṭ-at-		(Kogan 2015: 298)	244
1380	Ugaritic	bed or downwards	mṭh		(DUL 604)	244
1383	Hebrew	couch, bed	miṭṭā		(HALOT 573)	244
	PCS	to stretch (down)	*nṭw		(Kogan 2015: 298)	245
1384	Hebrew	to spread out, to bow down low, to stretch out	nṭy		(HALOT 692‒693)	245
1385	Jewish Palestinian Aramaic	to bend over	nṭy		(DJPA 348)	245
1386	Arabic	to stretch out (a rope)	nṭw		(LA 15 387)	245
	PC	boy, lad	*naˁr-		(Kogan 2015: 298)	246
1387	Ugaritic	boy; lad, assistant, serving lad	nˁr		(DUL 616‒617)	246
1388	Ugaritic	maidservant	nˁrt		(DUL 616‒617)	246
1389	Phoenician	young boy	nˁr		(DNWSI 739)	246
1390	Hebrew	lad, adolescent	naˁar		(HALOT 707)	246
1391	Hebrew	young unmarried girl	naˁărā		(HALOT 707)	246
7708	Ammonite	young boy	nˁr		(DNWSI 739)	246
	PC	spring, stream	*nabk-		(HALOT 663, Kogan 2015: 299)	247
14170	Ugaritic	fountain, spring	nbk		(DUL 609)	247
1403	Ugaritic	fountain, spring	nbk, npk		(DUL 617)	247
1406	Hebrew	source of the rivers	mibbəkī nəhārōt		(Job 28:11)	247
14169	Hebrew	source	nēbäk		(HALOT 663)	247
1405	Hebrew	sources of the sea	nibkē yām		(Job 38:16)	247
	PC	honey	*nub-t-		(Kogan 2015: 299)	248
21785	Ugaritic	honey	nbt		(DUL 618)	248
1412	Phoenician	honey	npt		(Tomback 1978: 219)	248
1413	Hebrew	honey	nōpät		(HALOT 713‒714)	248
	PS	bee	*nūb(-at)-		(SED II No. 156)	249
5939	Akkadian	bee	nūbtu		(CAD N₂ 309, AHw. 800)	249
21784	Ebla	= Sum. NAM.NA.DU.DU	nu-bí-a-núm		(VE 1092)	249
5940	Arabic	bee	nūb-		(BK 2 1362, Lane 2863)	249
5941	Geez	bee	nəhb		(CDG 393, LLA 631, Gr. 211)	249
11618	Tigre	bee	nəhəb		(WTS 323)	249
18334	Tigrinya	bee	nəhbi		(TED 1302)	249
11616	Amharic	bee	nəb		(AED 1032)	249
11617	Argobba	bee	nəb		(Leslau 1997: 214)	249
18335	Argobba	bee	nəw		(Leslau 1997:214, AAD 259)	249
18336	Gafat	bee	nəbʷä		(Leslau 1956:219)	249
18337	Gafat	bee	nəbu-wan		(Leslau 1945:165)	249
11606	Chaha	bee	nəb		(EDG 447)	249
11607	Ezha	bee	nəb		(EDG 447)	249
11615	Endegen	bee	nəw		(EDG 447)	249
11612	Ennemor	bee	nəḇ		(EDG 447)	249
11614	Ennemor	bee	nəm̱		(EDG 447)	249
11613	Gyeto	bee	nəḇ		(EDG 447)	249
11608	Muher	bee	nəb		(EDG 447)	249
11609	Masqan	bee	nəb		(EDG 447)	249
11610	Gogot	bee	nəb		(EDG 447)	249
11611	Soddo	bee	nəb		(EDG 447)	249
21787	Mehri	bee	nūbôt		(Jahn 1902: 218)	249
5942	Jibbali	bee	nibbɔ́t		(JL 198)	249
	PArm	to flee	*ḳrḳ		(Kogan 2015:383, DNWSI 1035)	250
2423	Deir Alla	to flee	ḳrḳ		(DNWSI 1035)	250
1417	Old Aramaic	to flee, to fly	ḳrḳ		(DNWSI 1035)	250
1419	Jewish Palestinian Aramaic	to flee, to fly	ˁrḳ		(DJPA 420)	250
1420	Syriac	to flee, to escape	ˁrḳ		(LSyr. 550, SL 1142)	250
1421	Mandaic	to escape, flee from, evade	ˁrḳ		(MD 38)	250
1489	Mlaḥso	fliehen (to flee)	ˁrḳ		(Jastrow 1994:155)	250
	PC	to speak	*mll		(Kogan 2015:384)	251
27889	Hebrew	to speak	mll		(HALOT 593)	251
27890	Old Aramaic	to speak	mll		(DNWSI 644)	251
1427	Biblical Aramaic	to speak	mll (pa.)		(HALOT 1918)	251
1428	Jewish Palestinian Aramaic	(pa.) to speak, say	mll		(DJPA 311)	251
1425	Syriac	(pa.) to talk	mll		(LSyr. 387, SL 773)	251
1429	Arabic	IV. qālahu wakutiba (to dictate)	mll, mlw		(LA 11 752)	251
	PArm	word	*mill-at-		(Kogan 2015:384)	252
1424	Old Aramaic	word	mlh, pl. mln		(DNWSI 630, 644‒645)	252
1426	Syriac	word; thing, affair; case, cause	melltā		(LSyr. 386, SL 775)	252
	PArm	midst	*miṣˁ(-at)-		(Kogan 2015:384)	253
2287	Samalian	middle	mṣˁh		(DNWSI 677)	253
1433	Old Aramaic	midst, middle	mṣˁh		(DNWSI 677)	253
1434	Jewish Palestinian Aramaic	middle	myṣˁh		(DJPA 325)	253
1435	Syriac	middle, midst	mṣaˁtā		(LSyr. 399, SL 817)	253
1436	Mandaic	middle	miṣia, miṣˁia		(MD 269)	253
11540	Maalula	midst, middle	misti		(GNDM 59)	253
	PArm	to go down, to descend	*nḥt		(Kogan 2015:384)	254
1438	Old Aramaic	to descend	nḥt		(DNWSI 726)	254
1439	Biblical Aramaic	to come down	nḥt		(HALOT 1929)	254
1440	Jewish Palestinian Aramaic	to go down, descend, fall	nḥt		(DJPA 346)	254
25491	Jewish Babylonian Aramaic	to descend, go down	nḥt		(DJΒA 742)	254
1441	Syriac	to go down, to descend; to fall downwards; to decrease	nḥt		(LSyr. 424, SL 909)	254
11547	Maalula	to descend	inḥeč		(GNDM 63)	254
15755	Turoyo	stellen, setzen, legen; landen (to put, place, lay; land)	mḥt		(JL 170)	254
15761	Turoyo	III. to drop down	nḥt		(Häberl et al. 2020:492)	254
	PWS	under	*taḥt-		(HALOT 1721‒1722, CDG 573, Arakelova 2001:43, Kogan 2015:384)	255
16422	Ugaritic	under, beneath	tḥt		(DUL 865)	255
17434	Phoenician	under	tḥt		(Tomback 1978:338)	255
16423	Hebrew	below, underneath; what is located undemeath	taḥat		(HALOT 1721)	255
17436	Old Aramaic	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1209)	255
17437	Official Aramaic	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1209)	255
17438	Official Aramaic	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1209)	255
17435	Demotic Aramaic	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1209)	255
17440	Palmyrean	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1210)	255
17439	Nabataean	under; in the place of, instead of, in exchange for	tḥt		(DNWSI 1210)	255
1443	Syriac	below, under	tḥet		(LSyr. 821, SL 1637)	255
17441	Mandaic	beneath, under, underneath, below	atutia, tutia		(MD 43)	255
16425	Arabic	beneath, below, under	taḥta		(Lane 298)	255
16426	Sabaic	beneath, below	tḥt		(SD 147)	255
17442	Minaean	sous (under)	tḥt		(LM 96)	255
17443	Qatabanian	under, beneath	tḥthw		(LIQ 177)	255
16427	Geez	below, under	tāḥta		(CDG 572)	255
17444	Tigre	downwards	täḥat		(WTS 305)	255
18850	Tigrinya	under, below, beneath, infra	təḥti		(TED 1227)	255
17445	Amharic	below, down there	tačč		(AED 979)	255
17446	Harari	down, under	taḥay		(EDH 149)	255
17449	Selti	down, under, beneath	tātä		(EDG 604)	255
17447	Wolane	down, under, beneath	tat		(EDG 604)	255
17450	Chaha	down, under, beneath	tät		(EDG 604)	255
17451	Ezha	down, under, beneath	tät		(EDG 604)	255
17455	Endegen	down, under, beneath	taˀaččä/taˀačče		(EDG 604)	255
17454	Ennemor	down, under, beneath	taˀačä		(EDG 604)	255
17452	Gyeto	down, under, beneath	tät		(EDG 604)	255
18851	Muher	down, under, beneath	tät		(EDG 604)	255
17453	Masqan	down, under, beneath	tätte		(EDG 604)	255
17448	Soddo	down, under, beneath	tatä		(EDG 604)	255
	PCS	to be low(?)	*ḥṭṭ		(Kogan 2015:374, note 1076)	256
1445	Arabic	to put down, to make descend; to be low, to abate	ḥṭṭ		(Lane 592)	256
1446	Mehri	to lay down	ḥəṭ		(ML 191)	256
1447	Jibbali	to descend	ḥeṭṭ		(JL 119)	256
	PS	to go down	*wrd		(DRS 618‒619, Kogan 2015:385)	257
7944	Akkadian	to go down	warādu		(CAD A₂ 212, AHw. 1462)	257
25482	Hebrew	to go down	yrd		(HALOT 434)	257
20911	Geez	to go down	warada		(CDG 617)	257
20912	Tigre	to go down	warda		(WTS 435)	257
20913	Tigrinya	to go down	wärädä		(TED 1733)	257
20914	Amharic	to go down	wärrädä		(AED 1510, Ludolf 71)	257
20915	Argobba	to go down	wärräda, werräda		(Leslau 1997:225, AAD 345)	257
20916	Harari	to go down	wåräda		(EDH 161)	257
20917	Selti	to go down	wärädä		(EDG 662)	257
20918	Wolane	to go down	wärädä		(EDG 662)	257
20919	Zway	to go down	wärädä		(EDG 662)	257
20924	Chaha	to go down	wändä		(EDG 662)	257
20929	Chaha	to go down	wänädä		(EDG 662)	257
20925	Ezha	to go down	wändä		(EDG 662)	257
20930	Ezha	to go down	wännädä		(EDG 662)	257
20927	Endegen	to go down	wändä		(EDG 662)	257
20926	Ennemor	to go down	wändä		(EDG 662)	257
20928	Gyeto	to go down	wändä		(EDG 662)	257
20920	Muher	to go down	wärrädä		(EDG 662)	257
20921	Masqan	to go down	wärrädä		(EDG 662)	257
20922	Gogot	to go down	wärrädä		(EDG 662)	257
20923	Soddo	to go down	wärrädä		(EDG 662)	257
	PArm	to go out	*npḳ		(Kogan 2015:375)	258
2424	Deir Alla	to go out	npḳ		(DNWSI 741)	258
1449	Old Aramaic	to go out	npḳ		(DNWSI 741)	258
1450	Biblical Aramaic	to go out, to come forth	npḳ		(HALOT 1932)	258
1451	Jewish Palestinian Aramaic	to go out, pass, be issued, leave, come forth,	npḳ		(DJPA 356)	258
1452	Syriac	to go out, to turn to; to fall to; to pass by	npḳ		(LSyr. 438, SL 933)	258
11548	Maalula	to go out	infeḳ		(GNDM 61)	258
1487	Turoyo	I. herauskommen (to come out)	nfḳ		(JL 186)	258
1453	Arabic	nafaqa lfarasu = māta (to die)	nfq		(LA 10 429)	258
	PES	to stand aside (?)	*fḳḳ		(CDG 164, Kogan 2015:385, note 1080)	260
1459	Geez	to step aside, move over, get out of the way	faḳḳa		(CDG 164)	260
1460	Tigre	s’écarta un peu	fäḳ bela		(WTS 663)	260
1461	Amharic	to stand aside	fäḳḳ alä		(AED 2297)	260
1462	Harari	to move aside	fiḳ bāya		(EDH 63)	260
1465	Selti	to move aside, away	fäḳäḳ balä		(EDG 239)	260
1466	Wolane	to move aside, away	fäḳäḳ balä		(EDG 239)	260
1463	Ennemor	to move aside, away	fäḳäḳ balä		(EDG 239)	260
1464	Gyeto	to move aside, away	fäḳäḳ balä		(EDG 239)	260
	PS	to go out	*wŝˀ̣		(DRS 595‒596, Kogan 2015:386)	261
7947	Akkadian	to go out	waṣû		(CAD A₂ 356, AHw. 1475)	261
1497	Hebrew	offspring, descendant	ṣäˀäˇṣāˀīm		(HALOT 993)	261
2311	Samalian	sunrise	mwḳˀ		(DNWSI 604)	261
2312	Samalian	to bring out (Af.)	yḳˀ		(KAI 215:21)	261
1467	Official Aramaic	sunrise	mwˁˀ		(DNWSI 604)	261
1468	Syriac	to sprout, grow; to exist	yˁy		(LSyr. 304, SL 577)	261
1498	Arabic	origin, root, stock; abundance of offspring	ḍiˀḍiˀ-		(Lane 1759)	261
1501	Geez	shoots	ṣ̂āˀṣ̂āˀ		(CDG 147)	261
20933	Geez	to go out	waṣ̂ˀa		(CDG 605)	261
20934	Tigrinya	to go out	wäṣä		(TED 1812)	261
20935	Amharic	to go out	wäṭṭa		(AED 1583)	261
20936	Argobba	to go out	wäṭṭa, wäṭṭäha		(Leslau 1997: 226, AAD 359)	261
23595	Argobba	hinausgehen (to go out)	wuṭaˀ		(Wetter 2010: 55)	261
20937	Harari	to go out	wåṭaˀa		(Leslau 1963:162)	261
20938	Selti	to go out	wäṭa		(EDG 671)	261
20940	Wolane	to go out	wäṭä		(EDG 671)	261
20939	Zway	to go out	wäṭā		(EDG 671)	261
20943	Ezha	to go out	wäṭṭa		(EDG 671)	261
