ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
3466	arabic	coeur, âme, esprit (heart, soul, spirit)	ǯaˀš-	gaʔʃ-	g a ʔ ʃ		1695	g a ʔ ʃ - -
4127	ps	collar, yoke	*γull-	ɣull-	ɣ u l l		2095	ɣ u l - l -
4129	akkadian	collar; ring (an ornament)	ullu	ullu	u l l u		2095	- u l - l u
968	akkadian	colocynth	peḳû	peqˤû	p e qˤ û		406	p e - qˤ û - -
969	akkadian	colocynth	peḳḳû	peqˤqˤû	p e qˤ qˤ û		406	p e qˤ qˤ û - -
970	hebrew	colocynth	paḳḳūˁā	paqˤqˤuːʕaː	p a qˤ qˤ uː ʕ aː		406	p a qˤ qˤ uː ʕ aː
971	syriac	colocynth	paḳḳuˁā	paqˤqˤuʕaː	p a qˤ qˤ u ʕ aː		406	p a qˤ qˤ u ʕ aː
972	arabic	colocynth (type of a wild pumpkin)	fuqqāˁ	fuqqaːʕ	f u q q aː ʕ		406	f u q q aː ʕ -
1392	akkadian	coloured wool	barumtu, barundu	barumtu	b a r u m t u		579	b a r u m t u -
1467	geez	colt, young camel	mhr, ˀmhr	mhr	m h r		614	m - h r -
3806	akkadian	comb	mušṭu	muʃtˤu	m u ʃ tˤ u		1870	m u ʃ tˤ u
3805	ps	comb	*muŝṭ-	muɬtˤ-	m u ɬ tˤ		1870	m u ɬ tˤ -
1041	syriac	common cucumber	ḳaṭṭūtā	qˤatˤtˤuːtaː	qˤ a tˤ tˤ uː t aː		478	qˤ a tˤ tˤ uː t aː -
2993	akkadian	concerning, on behalf of, on account of, because of, with respect to, related to	aššum	aʃʃum	a ʃ ʃ u m		1431	a ʃ - ʃ u m -
3869	arabic	conchal nerve of the ear; ear lobe	luγn-	luɣn-	l u ɣ n		1914	- - - - - l u ɣ - n
580	geez	confisus, fretus (relying, depending, trusting)	wəkul	wəkul	w ə k u l		168	- - w ə - k u l -
2370	hebrew	contents of the gut, faeces	päräš	pæræʃ	p æ r æ ʃ		985	p æ r æ ʃ -
1229	arabic	corbeau	ˀaˁwar-	ʔaʕwar-	ʔ a ʕ w a r		528	ʔ a ʕ w a r - -
2974	ugaritic	cord, rope, mooring rope	ḥbl	ħbl	ħ b l		1407	ħ - b - l -
3014	arabic	corde de l’arc (bowstring)	šarāˁat-	ʃaraːʕat-	ʃ a r aː ʕ a t		1483	ʃ a - r aː - ʕ a t -
3472	arabic	corps, taille et volume du corps; cadavre (body; corpse)	ǯuṯṯat-	guθθat-	g u θ θ a t		1696	g u θ θ a t
3474	arabic	corps; objet saillant (body; protruding object)	ǯaṯwat-	gaθwat-	g a θ w a t		1696	g a θ w a t
3876	hebrew	corpse, carcass	nəbēlā	nəbeːlaː	n ə b eː l aː		1933	n ə b eː l - - aː
3874	ps	corpse, carcass	*nabī̆l-at-	nabil-at-	n a b i l a t		1933	n a b i l a t -
3425	arabic	corpse, dead man	ǯanāzat-, ǯināzat-	ganaːzat-	g a n aː z a t		1683	g a n aː z a t
616	hebrew	correct, right, certain	kēn	keːn	k eː n		202	k eː - n -
366	syriac	cortex, squama, putamen	ḳəlāpətā	qˤəlaːpətaː	qˤ ə l aː p ə t aː		78	qˤ ə l aː p ə t aː
3655	syriac	corvus (raven)	ḳāˁā	qˤaːʕaː	qˤ aː ʕ aː		1786	qˤ aː ʕ aː
2469	arabic	cough	suˁāl	suʕaːl	s u ʕ aː l		1021	s u ʕ aː l -
2471	geez	cough	saˁāl	saʕaːl	s a ʕ aː l		1021	s a ʕ aː l -
2465	hebrew	cough	šiˁūl	ʃiʕuːl	ʃ i ʕ uː l		1021	ʃ i ʕ uː l -
2467	syriac	cough	šˁālā, šˁōlā	ʃʕaːlaː	ʃ ʕ aː l aː		1021	ʃ - ʕ aː l aː
3597	arabic	couper en petits morceaux (to cut into small pieces)	frm	frm	f r m		1747	f - r - m -
758	arabic	cow	ṯawrat-	θawrat-	θ a w r a t		345	θ a w r a t
851	akkadian	cow	arḫu	arxu	a r x u		370	- a r - x u -
1405	arabic	cow	bārah	baːrah	b aː r a h		590	b aː - - r a h
1408	akkadian	cow	lītu	liːtu	l iː t u		591	l iː t - - u -
1407	ps	cow	*laˀay-at-, *layˀ-at-	laʔaj-at-	l a ʔ a j a t		591	l a ʔ a j a t
850	ps	cow, heifer	*ˀarḫ-	ʔarx-	ʔ a r x		370	ʔ a r - x - -
852	ugaritic	cow, heifer	ˀarḫ	ʔarx	ʔ a r x		370	ʔ a r - x - -
848	syriac	crab	ˀarbitā	ʔarbitaː	ʔ a r b i t aː		369	ʔ a r b i t aː -
3388	syriac	crab shell	glāptā	glaːptaː	g l aː p t aː		1655	g - l aː p - t aː
3370	geez	crane	korki	korki	k o r k i		1650	k o r - k i - - -
3371	geez	crane	kʷarāki	kʷaraːki	kʷ a r aː k i		1650	kʷ a r aː k i - - -
3411	arabic	crane	rahw-	rahw-	r a h w		1675	r a h w -
3561	ps	crane	*γVrnīḳ-	ɣ-rniːqˤ-	ɣ r n iː qˤ		1735	ɣ - r n iː qˤ -
2599	akkadian	cream	lišdu	liʃdu	l i ʃ d u		1059	l i ʃ d u
1636	syriac	cricket	ḥargālā	ħargaːlaː	ħ a r g aː l aː		677	ħ a r g aː l aː -
1640	akkadian	cricket	ṣarṣaru	sˤarsˤaru	sˤ a r sˤ a r u		678	sˤ a r sˤ a r u
1643	arabic	cricket	ṣarṣar-	sˤarsˤar-	sˤ a r sˤ a r		678	sˤ a r sˤ a r -
1641	hebrew	cricket	ṣarṣūr	sˤarsˤuːr	sˤ a r sˤ uː r		678	sˤ a r sˤ uː r -
1639	ps	cricket	*ṣarṣar-, *ṣarṣūr-	sˤarsˤar-	sˤ a r sˤ a r		678	sˤ a r sˤ a r -
3334	hebrew	cricket	nēṣär	neːsˤær	n eː sˤ æ r		1640	n eː sˤ æ r -
3333	ps	cricket	*nVṣVr-	n-sˤ-r-	n sˤ r		1640	n - sˤ - r -
3475	ps	cricket, locust	*ga(n)dab-	gadab-	g a d a b		1698	g a - d a b
3335	syriac	cricket; sucker	nāṣorā	naːsˤoraː	n aː sˤ o r aː		1640	n aː sˤ o r aː
3872	syriac	crinis; nervus; chorda; tonus	mentā	mentaː	m e n t aː		1915	m e - n - t aː
1663	akkadian	crooked arms	kirimmu	kirimmu	k i r i m m u		696	k i r i m m u -
1749	ps	crotch, groin	*rVby-	r-bj-	r b j		730	- - r - b - - j - - -
1753	ps	crotch, groin	*kapl-	kapl-	k a p l		731	k a p - - l - -
1756	ps	crotch, groin	*ṯVn(n)-	θ-n-	θ n		732	θ - - n - -
3599	akkadian	crotch, region between the thighs; the hind legs of animals	ḫallu	xallu	x a l l u		1750	- - x a l l u
3654	ps	crow	*ḳāˁ-	qˤaːʕ-	qˤ aː ʕ		1786	qˤ aː ʕ -
1548	akkadian	crow, raven	āribu	aːribu	aː r i b u		642	- aː r i b u
1551	arabic	crow, raven	γurāb-	ɣuraːb-	ɣ u r aː b		642	ɣ u r aː b -
1549	hebrew	crow, raven	ˁōrēb	ʕoːreːb	ʕ oː r eː b		642	ʕ oː r eː b -
1547	ps	crow, raven	*γārib-, *γurā̆b-	ɣaːrib-	ɣ aː r i b		642	ɣ aː r i b -
1550	syriac	crow, raven	ˁurbā	ʕurbaː	ʕ u r b aː		642	ʕ u r - b aː
3908	hebrew	crushed, loose earth	ˁăpar ha-ttīḥūaḥ	ʕăpar	ʕ ă p a r		1981	- - ʕ ă p a r
1822	arabic	crâne; tête (skull; head)	ǯalaǯat-	galagat-	g a l a g a t		754	g a l a g - - - a t -
3487	hebrew	cub (lion, jackal)	gūr	guːr	g uː r		1706	g uː r - -
905	hebrew	cubit	ˀammā	ʔammaː	ʔ a m m aː		386	ʔ a m m aː - -
906	syriac	cubit	ˀammətā	ʔammətaː	ʔ a m m ə t aː		386	ʔ a m m ə t aː
907	geez	cubit, forearm	ˀəmat	ʔəmat	ʔ ə m a t		386	ʔ ə - m a t -
3650	syriac	cubitus, ulna	garmīdā, gurmīdā	garmiːdaː	g a r m iː d aː		1779	g a r m iː - d aː -
1225	syriac	culices	ˁarrūbā	ʕarruːbaː	ʕ a r r uː b aː		526	ʕ a r r uː b aː
1350	geez	current year	ḫarif	xarif	x a r i f		561	x a r i f - - -
4023	ugaritic	cycle, generation	dr	dr	d r		2024	d - - r -
996	syriac	cypress	brātā	braːtaː	b r aː t aː		423	b - r aː t aː
3745	akkadian	cypress	šurmēnu	ʃurmeːnu	ʃ u r m eː n u		1845	ʃ u r m - eː n u
3744	ps	cypress	*ṯVrmīn-	θ-rmiːn-	θ r m iː n		1845	θ - r m - iː n -
3746	syriac	cypress	šurbīnā	ʃurbiːnaː	ʃ u r b iː n aː		1845	ʃ u r b - iː n aː
3747	syriac	cypress	šarwainā	ʃarwainaː	ʃ a r w a i n aː		1845	ʃ a r w a i n aː
3177	akkadian	damp course, base, foundation (of a building, reign), bottom, root, lower extremities	išdu, ištu, ildu, irdu, ešdu, ušdu	iʃdu	i ʃ d u		1588	- i ʃ d u
1333	arabic	dark	ˀadham	ʔadham	ʔ a d h a m		558	ʔ a d - h a m -
533	ugaritic	darkness	ṯ̣lmt	θˤlmt	θˤ l m t		145	θˤ - - l - m - - - t
1061	geez	date palm	tamr, tamart	tamr	t a m r		483	t a m - r
1059	hebrew	date palm	tāmār	taːmaːr	t aː m aː r		483	t aː m aː r
1058	ps	date palm	*tamar-/*tamr-	tamar-	t a m a r		483	t a m a r
1060	arabic	dates, fruit of palm	tamr-	tamr-	t a m r		483	t a m - r
1857	arabic	datesyrup	dibs-	dibs-	d i b s		769	d i - b - s -
1145	akkadian	daughter	bintu, bittu, biˀtu	bintu	b i n t u		501	b i n t u
1148	arabic	daughter	bint-	bint-	b i n t		501	b i n t -
1147	hebrew	daughter	bat	bat	b a t		501	b a - t -
1144	ps	daughter	*bin-(a)t-	bin-t-	b i n t		501	b i n t -
1146	ugaritic	daughter	bt	bt	b t		501	b - - t -
2499	ps	daughter-in-law; bride	*kall-at-	kall-at-	k a l l a t		1034	k a l l a t -
2503	syriac	daughterinlaw, bride	kaltā	kaltaː	k a l t aː		1034	k a - l - t aː
2501	ugaritic	daughterinlaw, bride	klt	klt	k l t		1034	k - - l - t -
2504	arabic	daughterinlaw, sisterinlaw	kannat-	kannat-	k a n n a t		1034	k a n n a t -
2500	akkadian	daughterinlaw, wife of a son living in his father's household, bride, sisterinlaw	kallatu	kallatu	k a l l a t u		1034	k a l l a t u
1338	arabic	dawn	saḥar-	saħar-	s a ħ a r		559	s a ħ a r -
1337	hebrew	dawn	šaḥar	ʃaħar	ʃ a ħ a r		559	ʃ a ħ a r -
1336	ugaritic	dawn	šḥr	ʃħr	ʃ ħ r		559	ʃ - ħ - r -
1334	ps	dawn, morning	*šaḥ(a)r-	ʃaħr-	ʃ a ħ r		559	ʃ a ħ - r -
513	akkadian	day	ūmu	uːmu	uː m u		134	- uː - m u
517	arabic	day	yawm	jawm	j a w m		134	j a w m -
515	hebrew	day	yōm	joːm	j oː m		134	j oː - m -
512	ps	day	*yawm	jawm	j a w m		134	j a w m -
516	syriac	day	yawmā	jawmaː	j a w m aː		134	j a w m aː
514	ugaritic	day	ym	jm	j m		134	j - - m -
2963	arabic	de même que (in the same manner as)	kamā	kamaː	k a m aː		1389	k a m aː
2263	ugaritic	deaf	ḫar(r)āšu	xaraːʃu	x a r aː ʃ u		961	x a - r aː ʃ u
2459	syriac	deaf	ˀaṭṭīmā	ʔatˤtˤiːmaː	ʔ a tˤ tˤ iː m aː		1018	ʔ a tˤ - - tˤ iː m aː
2457	akkadian	deaf person	ṭummumu	tˤummumu	tˤ u m m u m u		1018	- - tˤ u m m u m u
2818	arabic	death	dabr-	dabr-	d a b r		1224	d a b - r - -
869	syriac	decoy bird	ˀarrā	ʔarraː	ʔ a r r aː		373	ʔ a r - - r aː
4186	syriac	deed, document	šṭārā, ˀešṭārā	ʃtˤaːraː	ʃ tˤ aː r aː		2141	ʃ - tˤ aː r aː
1118	syriac	deer	ˀaylā	ʔajlaː	ʔ a j l aː		496	ʔ a - j - l - aː
1115	ugaritic	deer	ˀayl	ʔajl	ʔ a j l		496	ʔ a - j - l - -
3752	hebrew	desire	ˀăräšät	ʔăræʃæt	ʔ ă r æ ʃ æ t		1847	ʔ ă r æ ʃ æ t
3482	arabic	dewlap, beard, throat	γabγab-	ɣabɣab-	ɣ a b ɣ a b		1703	ɣ a b ɣ a b -
2624	syriac	dirt	nfātā	nfaːtaː	n f aː t aː		1065	n - f aː - t aː
3678	hebrew	district	päläk	pælæk	p æ l æ k		1802	p æ - l æ k -
462	hebrew	divination from birds, augury	ṭayir	tˤajir	tˤ a j i r		107	tˤ a - - - j i r -
3679	geez	division, dividing	ˀaflāk	ʔaflaːk	ʔ a f l aː k		1802	ʔ a f l aː k -
3683	syriac	divisit, partitus est (to be divided)	plg	plg	p l g		1805	p l g
1117	hebrew	doe of a fallow deer	ˀayyālā	ʔajjaːlaː	ʔ a j j aː l aː		496	ʔ a j j aː l - aː
2	akkadian	dog	kalbu	kalbu	k a l b u		1	k a l - b u
6	arabic	dog	kalb-	kalb-	k a l b		1	k a l - b -
7	geez	dog	kalb	kalb	k a l b		1	k a l - b -
4	hebrew	dog	käläb	kælæb	k æ l æ b		1	k æ l æ b -
1	ps	dog	*kalb-	kalb-	k a l b		1	k a l - b -
5	syriac	dog	kalbā	kalbaː	k a l b aː		1	k a l - b aː
3	ugaritic	dog	klb	klb	k l b		1	k - l - b -
830	ugaritic	dog, cur	ˀinr	ʔinr	ʔ i n r		366	ʔ i - - n - r
1455	akkadian	donkey	imēru	imeːru	i m eː r u		610	- i m eː r u
1457	hebrew	donkey	ḥămōr	ħămoːr	ħ ă m oː r		610	ħ ă m oː r -
1454	ps	donkey	*ḥimār-	ħimaːr-	ħ i m aː r		610	ħ i m aː r -
1458	syriac	donkey	ḥmārā	ħmaːraː	ħ m aː r aː		610	ħ - m aː r aː
1806	ugaritic	donkey	pḥl	pħl	p ħ l		752	p - - ħ - - l -
896	ps	donkey mare	*ˀatān-	ʔataːn-	ʔ a t aː n		384	ʔ a - t aː n - -
898	ugaritic	donkey, sheass	ˀatnt (pl.)	ʔatnt	ʔ a t n t		384	ʔ a - t - n - t
1459	arabic	donkey, wild ass, onager	ḥimār-	ħimaːr-	ħ i m aː r		610	ħ i m aː r -
1456	ugaritic	donkey; load (measure of capacity)	ḥmr	ħmr	ħ m r		610	ħ - m - r -
2395	arabic	dormir (to sleep)	nwm	nwm	n w m		1000	n - w m - - - - - -
3491	akkadian	dormouse	ušummu	uʃummu	u ʃ u m m u		1707	u ʃ u m m u
3457	arabic	dos (back)	ǯarad-	garad-	g a r a d		1693	- - g a r a d
3458	arabic	dos (back)	ˀaǯrad-	ʔagrad-	ʔ a g r a d		1693	ʔ a g - r a d
3049	arabic	dos, derrière (back, behind)	bannūdat-	bannuːdat-	b a n n uː d a t		1509	b a n n uː d a t
3422	akkadian	dove	summu	summu	s u m m u		1679	s u m - m u -
894	syriac	dragon; a star which covers the sun making an eclipse; lunar eclipse	ˀātalyā	ʔaːtaljaː	ʔ aː t a l j aː		383	ʔ aː - t a l j aː
1385	akkadian	dream	šuttu	ʃuttu	ʃ u t t u		572	ʃ u t - t u
4139	akkadian	dry	šābulu	ʃaːbulu	ʃ aː b u l u		2118	ʃ aː b u l u
2378	geez	dry cow's dung	kəbo	kəbo	k ə b o		986	k ə b o - -
1100	akkadian	duck	ūsu	uːsu	uː s u		493	- - - uː - s u -
2383	arabic	dung	zibl-	zibl-	z i b l		987	z i b - l -
2384	geez	dung	zəbl	zəbl	z ə b l		987	z ə b - l -
2379	ps	dung	*zibl-	zibl-	z i b l		987	z i b - l -
2382	syriac	dung	zeblā	zeblaː	z e b l aː		987	z e b - l aː
2910	arabic	dung of solidhoofed animals and birds; human excrement	ˁurr-, ˁurrat-	ʕurr-	ʕ u r r		1336	ʕ u r r -
2375	syriac	dung, excrement	kəbōtā	kəboːtaː	k ə b oː t aː		986	k ə b oː t aː
2371	syriac	dung, excrement; mud, mire	pertā	pertaː	p e r t aː		985	p e r - t aː
228	syriac	dust; earth, soil	ˁaprā	ʕapraː	ʕ a p r aː		48	ʕ a p - r aː
4017	hebrew	dwellingplace	dōr	doːr	d oː r		2023	d oː - r - -
2230	arabic	délire (delirium)	huḏāˀ-	huðaːʔ-	h u ð aː ʔ		947	h u ð aː ʔ
3378	arabic	dépouille, peau ôtée (body, skin removed)	ǯulb-	gulb-	g u l b		1653	g u l b - -
1227	akkadian	eagle	erû	erû	e r û		528	- e - - - r û -
2665	akkadian	eagle	urinnu	urinnu	u r i n n u		1075	- u r i n n u
2664	ps	eagle	*γVrVn-	ɣ-r-n-	ɣ r n		1075	ɣ - r - - n -
3275	arabic	eagle	ˁazīzat-	ʕaziːzat-	ʕ a z iː z a t		1616	ʕ a z iː z a t
62	akkadian	ear	uznu	uznu	u z n u		14	- u z - n u
66	arabic	ear	ˀuḏn-	ʔuðn-	ʔ u ð n		14	ʔ u ð - n -
67	geez	ear	ˀəzn	ʔəzn	ʔ ə z n		14	ʔ ə z - n -
64	hebrew	ear	ˀōzän	ʔoːzæn	ʔ oː z æ n		14	ʔ oː z æ n -
61	ps	ear	*ˀuḏn-	ʔuðn-	ʔ u ð n		14	ʔ u ð - n -
63	ugaritic	ear	ˀudn	ʔudn	ʔ u d n		14	ʔ u d - n -
1973	ps	ear	*ḥasīs-	ħasiːs-	ħ a s iː s		817	ħ a s - iː s -
937	arabic	ear of corn	sabalat-, sunbulat-	sabalat-	s a b a l a t		398	s a - b a l a t -
935	hebrew	ear of corn	šibbōlät	ʃibboːlæt	ʃ i b b oː l æ t		398	ʃ i b b oː l æ t -
932	ps	ear of corn	*šu(n)bul-at-	ʃubul-at-	ʃ u b u l a t		398	ʃ u - b u l a t -
938	geez	ear of corn, grain	sabl	sabl	s a b l		398	s a - b - l - - -
65	syriac	ear, bay of the sea, handle, opening of a bottle	ˀednā	ʔednaː	ʔ e d n aː		14	ʔ e d - n aː
933	akkadian	ear, spike	šubultu	ʃubultu	ʃ u b u l t u		398	ʃ u - b u l - t u
934	ugaritic	ear, spike (of corn)	šblt	ʃblt	ʃ b l t		398	ʃ - - b - l - t -
936	syriac	ear; spike of corn	šeblā	ʃeblaː	ʃ e b l aː		398	ʃ e - b - l aː - -
219	akkadian	earth	erṣetu	ersˤetu	e r sˤ e t u		46	- e r sˤ e t u
221	hebrew	earth	ˀäräṣ	ʔæræsˤ	ʔ æ r æ sˤ		46	ʔ æ r - æ sˤ -
218	ps	earth	*ˀarṣ̂-	ʔarɬˤ-	ʔ a r ɬˤ		46	ʔ a r - - ɬˤ -
220	ugaritic	earth	ˀarṣ	ʔarsˤ	ʔ a r sˤ		46	ʔ a r sˤ - - -
1202	akkadian	earth	ḳaḳḳaru	qˤaqˤqˤaru	qˤ a qˤ qˤ a r u		514	qˤ a qˤ qˤ a r u
1205	arabic	earth	qarqar-	qarqar-	q a r q a r		514	q a r q a r -
1201	ps	earth as a solid surface (ground)	*ḳarḳar-	qˤarqˤar-	qˤ a r qˤ a r		514	qˤ a r qˤ a r -
223	arabic	earth, land	ˀarḍ-	ʔardˤ-	ʔ a r dˤ		46	ʔ a r - - dˤ -
222	syriac	earth, land; ground floor; bottom	ˀarˁā	ʔarʕaː	ʔ a r ʕ aː		46	ʔ a r ʕ - - aː
1016	akkadian	edible grain (wheat or barley)	uṭṭetu	utˤtˤetu	u tˤ tˤ e t u		435	- u tˤ tˤ e t u
3634	akkadian	egg membrane	ḫillu	xillu	x i l l u		1762	x i l - l u -
2115	akkadian	eight	samāne	samaːne	s a m aː n e		858	s a m aː n e -
2119	arabic	eight	ṯamāniⁿ	θamaːniː	θ a m aː n iː		858	θ a m aː n iː -
2120	geez	eight	səmn	səmn	s ə m n		858	s ə m - n - -
2117	hebrew	eight	šəmonā	ʃəmonaː	ʃ ə m o n aː		858	ʃ ə m o n aː -
2114	ps	eight	*ṯamāniy-	θamaːnij-	θ a m aː n i j		858	θ a m aː n i j
2118	syriac	eight	tmāne	tmaːne	t m aː n e		858	t - m aː n e -
2116	ugaritic	eight	ṯmn(y)	θmn	θ m n		858	θ - m - n - -
3260	akkadian	ein Vogel (a bird)	usābu	usaːbu	u s aː b u		1610	- u - s aː b u
902	ps	elbow, forearm	*ˀamm-at-	ʔamm-at-	ʔ a m m a t		386	ʔ a m m a t -
904	ugaritic	elbow, forearm	ˀamt	ʔamt	ʔ a m t		386	ʔ a - m - t -
2082	geez	elbow, forearm	kʷərnāˁ	kʷərnaːʕ	kʷ ə r n aː ʕ		851	kʷ ə r n aː ʕ - - - -
1539	akkadian	elephant	pīru	piːru	p iː r u		639	p iː r - u -
1542	arabic	elephant	fīl-	fiːl-	f iː l		639	f iː l - - -
1540	hebrew	elephant	pīl	piːl	p iː l		639	p iː l - - -
1538	ps	elephant	*pīl-, *pīr-	piːl-	p iː l		639	p iː l - - -
1541	syriac	elephant	pīlā	piːlaː	p iː l aː		639	p iː l - aː -
1949	hebrew	elevation, height, lofty abode	zəbūl	zəbuːl	z ə b uː l		796	z ə b uː l -
247	hebrew	eleven	ˁaštē ˁāŝār/ˁäŝrē	ʕaʃteː	ʕ a ʃ t eː		52	ʕ a ʃ t eː -
948	arabic	elm	dardār-	dardaːr-	d a r d aː r		400	d a r d aː r - -
1813	hebrew	embryo	šālīl	ʃaːliːl	ʃ aː l iː l		753	ʃ aː - l - iː l -
158	akkadian	emotions, thought, mind, spirit	kabattu	kabattu	k a b a t t u		33	k a b a t t u
4188	ps	enclosed area	*daymat-	dajmat-	d a j m a t		2143	d a j m a t -
3629	ps	entrails	*ḥaŝy-	ħaɬj-	ħ a ɬ j		1761	ħ a - ɬ j - -
166	hebrew	entrails, intestines	mēˁayim	meːʕajim	m eː ʕ a j i m		34	- - m eː ʕ a - j i m
3766	hebrew	entrails, inward parts	ḳäräb	qˤæræb	qˤ æ r æ b		1852	qˤ æ r æ b -
1389	arabic	envie de dormir, somnolence; sommeil profond; premier somme (want to sleep, drowsiness; deep sleep; first slumber)	sinat-, wasnat-, wasanat-	sinat-	s i n a t		572	s i n a t -
526	ugaritic	equal amount, equivalent	tmṯl	tmθl	t m θ l		138	t m - θ - l -
2401	ps	eruption (on the skin), white spot	*lam(a)ṯ̣-	lamθˤ-	l a m θˤ		1002	l a m - - θˤ -
2439	geez	eruption on the skin	ḥəbərbəre	ħəbərbəre	ħ ə b ə r b ə r e		1009	ħ ə b ə r b ə r e -
3566	arabic	espèce de fourmis grandes et noires (species of large, black ants)	ḥubšiyyat-	ħubʃijjat-	ħ u b ʃ i j j a t		1736	ħ u b ʃ i j j a t
3543	arabic	espèce de gros rat des champs (a kind of large field rat)	ǯuraḏ-	gurað-	g u r a ð		1728	g u r a ð - - -
3476	arabic	espèce de sauterelle (species of locust)	ǯandab-, ǯundub-	gandab-	g a n d a b		1698	g a n d a b
2057	ps	etlock joint, tarsus	*kursVˁ-	kurs-ʕ-	k u r s ʕ		845	k u r s - - ʕ -
198	akkadian	evening	līlâtu	liːlâtu	l iː l â t u		42	l iː - - l â t u
208	arabic	evening	musy-, masāˀ-	musj-	m u s j		43	m u s - j -
209	geez	evening	məset, məsyat	məset	m ə s e t		43	m ə s e t -
205	ps	evening	*mušy(-at)-	muʃj-	m u ʃ j		43	m u ʃ - j -
4150	arabic	everything by which a bed of a stream can be blocked in any place where it is stopped	ǯibs-	gibs-	g i b s		2130	g i b - s -
2213	arabic	evil, mischief; annoyance, harm	ḏubāb-	ðubaːb-	ð u b aː b		940	ð u b aː b -
1424	akkadian	ewe	šuˀu	ʃuʔu	ʃ u ʔ u		598	ʃ u ʔ - u -
1426	arabic	ewe	ṯaˀwat-	θaʔwat-	θ a ʔ w a t		598	θ a ʔ w a t
1423	ps	ewe	*ṯaˀ(w)-at-	θaʔ-at-	θ a ʔ a t		598	θ a ʔ - a t
1425	ugaritic	ewe	ṯaˀt	θaʔt	θ a ʔ t		598	θ a ʔ - - t
3557	akkadian	ewe	gurratu, agurratu	gurratu	g u r r a t u		1733	g u r r a t u
1434	ugaritic	ewe lamb, ewe	ḫprt	xprt	x p r t		603	x - p r - t -
1419	ugaritic	ewe, small cattle	ṣˀin	sˤʔin	sˤ ʔ i n		596	sˤ - ʔ i n -
2374	akkadian	excrement, dung (of animals)	kabû	kabû	k a b û		986	k a b û - -
2369	akkadian	excrement, gore	paršu	parʃu	p a r ʃ u		985	p a r - ʃ u
2026	arabic	extremely aged man	ḏiqn-	ðiqn-	ð i q n		833	ð i q - n -
79	akkadian	eye	īnu	iːnu	iː n u		19	- iː - - n u
84	arabic	eye	ˁayn-	ʕajn-	ʕ a j n		19	ʕ a j - n -
85	geez	eye	ˁayn	ʕajn	ʕ a j n		19	ʕ a j - n -
78	ps	eye	*ˁayn-	ʕajn-	ʕ a j n		19	ʕ a j - n -
80	ugaritic	eye	ˁn	ʕn	ʕ n		19	ʕ - - - n -
82	hebrew	eye, appearance, look; spring	ˁayin	ʕajin	ʕ a j i n		19	ʕ a j i n -
83	syriac	eye; spring; bud, bulb; appearance, surface	ˁaynā	ʕajnaː	ʕ a j n aː		19	ʕ a j - n aː
2822	ps	eyebrow, eye-pit, front	*gabb(-at)-	gabb-	g a b b		1228	g a b b - -
2825	hebrew	eyebrow; the elevation around genitals	gab	gab	g a b		1228	g a - b - -
2824	hebrew	eyebrows	gabbōt ˁēnayim	gabboːt	g a b b oː t		1228	g a b b oː t
3018	ps	eyelash; (tuft of) hair	*ŝVp(V)r-	ɬ-pr-	ɬ p r		1494	- - - - ɬ p - r - -
761	akkadian	face	panu	panu	p a n u		347	p a - n u - -
765	hebrew	face	pānīm	paːniːm	p aː n iː m		347	p aː - n iː m -
760	ps	face	*pan(ay)-	pan-	p a n		347	p a - n - - -
763	ugaritic	face	pnm	pnm	p n m		347	p - - n - m -
2871	syriac	face	ˀapputā	ʔapputaː	ʔ a p p u t aː		1319	ʔ a p - p u t aː
2204	hebrew	faint, sick, menstruating	dāwǟ	daːwæː	d aː w æː		939	- d aː w - - æː
3339	hebrew	falcon	nēṣ	neːsˤ	n eː sˤ		1641	n eː sˤ - - - - -
1116	hebrew	fallow deer	ˀayyāl-	ʔajjaːl-	ʔ a j j aː l		496	ʔ a j j aː l - -
1926	arabic	fasādu lˁayni (corruption of the eye)	rasaˁ	rasaʕ	r a s a ʕ		791	r a s a ʕ -
548	syriac	fat	šumnā	ʃumnaː	ʃ u m n aː		150	ʃ u m - n aː
1669	akkadian	fat	šēmu	ʃeːmu	ʃ eː m u		698	ʃ eː - - m u
1671	arabic	fat	šaḥm-	ʃaħm-	ʃ a ħ m		698	ʃ a ħ - m -
1668	ps	fat	*ŝaḥm-	ɬaħm-	ɬ a ħ m		698	ɬ a ħ - m -
3002	syriac	fat	tarbā	tarbaː	t a r b aː		1479	t a r b aː
3348	hebrew	fat pasture ground	dōšän	doːʃæn	d oː ʃ æ n		1644	- - d oː ʃ æ n
544	ps	fat, oil	*šamn-	ʃamn-	ʃ a m n		150	ʃ a m - n -
1673	akkadian	fat, tallow	lipû	lipû	l i p û		701	l i p - - û -
795	akkadian	fat, thick, large	kabru	kabru	k a b r u		354	- - k a - b - r u
3346	ps	fat; fatness	*dVšm/n-	d-ʃm	d ʃ m		1644	- - d - ʃ - m
546	ugaritic	fat; vegetable oil	šmn, šmt	ʃmn	ʃ m n		150	ʃ - m - n -
1072	akkadian	father	abu	abu	a b u		489	- a - b u
1076	arabic	father	ˀab-	ʔab-	ʔ a b		489	ʔ a - b -
1077	geez	father	ˀab	ʔab	ʔ a b		489	ʔ a - b -
1074	hebrew	father	ˀāb	ʔaːb	ʔ aː b		489	ʔ aː - b -
