ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
12475	jibbali	from	mən	mən	m ə n		1287	- - m ə - n -
12467	phoenician	from	mn	mn	m n		1287	- - m - - n -
12465	pws	from	*min	min	m i n		1287	- - m i - n -
12473	tigre	from	mən	mən	m ə n		1287	- - m ə - n -
12477	soqotri	from, of	men	men	m e n		1287	- - m e - n -
12472	geez	from, out of	ˀəmənna	ʔəmənna	ʔ ə m ə n n a		1287	ʔ ə m ə n n a
12468	hebrew	from, out of	min	min	m i n		1287	- - m i - n -
12474	mehri	from, out of	mən	mən	m ə n		1287	- - m ə - n -
12470	mandaic	from, out of, (some) of; with	mn-, min-	mn-	m n		1287	- - m - - n -
12469	syriac	from, out of, from within	men	men	m e n		1287	- - m e - n -
12476	harsusi	from; negative of an order; lest; than, than that; when, from the time that	men	men	m e n		1287	- - m e - n -
18079	akkadian	frond, leaf, foliage	aru	aru	a r u		2096	- a r u
3437	akkadian	front	ḳudmu	qˤudmu	qˤ u d m u		331	- - qˤ u - d - - m - - u
7476	ps	front	*pVˀ-at-	p-ʔ-at-	p ʔ a t		772	p ʔ a t
11930	mehri	front	gəbhēt	gəbheːt	g ə b h eː t		1229	g ə - b - - h eː t
7385	chaha	front leg of cattle, upper part of front leg of cattle	wärčä	wærčæ	w æ r č æ		758	w æ r - - č æ - - - - - -
7387	endegen	front leg of cattle, upper part of front leg of cattle	wäččä	wæččæ	w æ č č æ		758	w æ - - č č æ - - - - - -
7388	ennemor	front leg of cattle, upper part of front leg of cattle	wäčä	wæčæ	w æ č æ		758	w æ - - - č æ - - - - - -
7386	ezha	front leg of cattle, upper part of front leg of cattle	wärčä	wærčæ	w æ r č æ		758	w æ r - - č æ - - - - - -
7391	gogot	front leg of cattle, upper part of front leg of cattle	wärčä	wærčæ	w æ r č æ		758	w æ r - - č æ - - - - - -
7389	gyeto	front leg of cattle, upper part of front leg of cattle	wärčä	wærčæ	w æ r č æ		758	w æ r - - č æ - - - - - -
7390	muher	front leg of cattle, upper part of front leg of cattle	wärəččä	wærəččæ	w æ r ə č č æ		758	w æ r ə č č æ - - - - - -
7392	soddo	front leg of cattle, upper part of front leg of cattle	wärčä	wærčæ	w æ r č æ		758	w æ r - - č æ - - - - - -
506	harari	front, forward, chief, head	ēḳäd	eːqˤæd	eː qˤ æ d		25	- eː - - qˤ æ - d - -
1576	sabaic	front, near side	ˀf	ʔf	ʔ f		96	- ʔ - - - f -
1413	zway	frost of morning	ḳorra	qˤorra	qˤ o r r a		83	qˤ o - r - - - r a
9577	arabic	froth of milk	raγwat-, ruγwat-	raɣwat-	r a ɣ w a t		981	r a ɣ w a t
4179	amharic	fruit	fəre	fəre	f ə r e		397	f ə - r e - - -
4182	chaha	fruit	fәre	fəre	f ə r e		397	f ə - r e - - -
4183	endegen	fruit	fre	fre	f r e		397	f - - r e - - -
4176	geez	fruit	fəre	fəre	f ə r e		397	f ə - r e - - -
4187	gogot	fruit	fre	fre	f r e		397	f - - r e - - -
4184	gyeto	fruit	fre	fre	f r e		397	f - - r e - - -
4180	harari	fruit	fәri	fəri	f ə r i		397	f ə - r i - - -
4171	hebrew	fruit	pərī	pəriː	p ə r iː		397	p ə - r iː - - -
4172	jewishpalestinianaramaic	fruit	pyryyh	pjrjjh	p j r j j h		397	p j - r - j j h
4175	mandaic	fruit	pira	pira	p i r a		397	p i - r a - - -
4186	masqan	fruit	fәrәyä	fərəjæ	f ə r ə j æ		397	f ə - r ə j æ -
4185	muher	fruit	fәrәyä	fərəjæ	f ə r ə j æ		397	f ə - r ə j æ -
4170	phoenician	fruit	pry	prj	p r j		397	p - - r - j - -
4168	pws	fruit	*piry-	pirj-	p i r j		397	p i - r - j - -
4174	syriac	fruit	peˀrā, perā	peʔraː	p e ʔ r aː		397	p e ʔ r aː - - -
4177	tigre	fruit	fəre	fəre	f ə r e		397	f ə - r e - - -
4178	tigrinya	fruit	fәrä	fəræ	f ə r æ		397	f ə - r æ - - -
4169	ugaritic	fruit	pr	pr	p r		397	p - - r - - - -
4181	zway	fruit	fre	fre	f r e		397	f - - r e - - -
4659	akkadian	fruit	inbu	inbu	i n b u		485	- i n - b u
4658	ps	fruit	*ˁinab-	ʕinab-	ʕ i n a b		485	ʕ i n a b -
4664	syriac	fruit	ˀebbā	ʔebbaː	ʔ e b b aː		486	ʔ e b - b aː
11146	syriac	fruit	magdā	magdaː	m a g d aː		1141	m a g - d aː
4661	ugaritic	fruit, bud, flower	ˀib	ʔib	ʔ i b		486	ʔ i - - b -
4173	jewishbabylonianaramaic	fruit, crop	pērā	peːraː	p eː r aː		397	p eː - r aː - - -
10442	geez	fruit, yield	ḳamḥ	qˤamħ	qˤ a m ħ		1067	qˤ a m - ħ - -
6106	turoyo	fuchs (fox)	taˁlo	taʕlo	t a ʕ l o		621	t a - ʕ - - l - - o
368	amharic	full	məlu	məlu	m ə l u		20	m ə - l - - u
355	christianpalestinianaramaic	full	mlˀ, mly	mlʔ	m l ʔ		20	m - - l - ʔ -
365	geez	full	məluˀ	məluʔ	m ə l u ʔ		20	m ə - l u ʔ -
371	harari	full	mulluˀ	mulluʔ	m u l l u ʔ		20	m u l l u ʔ -
353	hebrew	full	mālē(ˀ)	maːleː	m aː l eː		20	m aː - l - - eː
357	jewishbabylonianaramaic	full	mǝlē	mǝleː	m ə l eː		20	m ə - l - - eː
387	jibbali	full	míẑi	mízi	m í z i		20	m í - - - z i
361	mandaic	full	malya	malja	m a l j a		20	m a - l - j a
350	ps	full	*mlˀ	mlʔ	m l ʔ		20	m - - l - ʔ -
356	samaritan	full	mlˀ	mlʔ	m l ʔ		20	m - - l - ʔ -
384	soddo	full	mulä	mulæ	m u l æ		20	m u - l - - æ
359	syriac	full	mle	mle	m l e		20	m - - l - - e
366	tigre	full	muluˀ	muluʔ	m u l u ʔ		20	m u - l u ʔ -
367	tigrinya	full	məluˀ	məluʔ	m ə l u ʔ		20	m ə - l u ʔ -
352	ugaritic	full	mlˀ	mlʔ	m l ʔ		20	m - - l - ʔ -
351	akkadian	full, covered, complete	malû	malû	m a l û		20	m a - l - - û
354	jewishpalestinianaramaic	full, plene spelling	mly	mlj	m l j		20	m - - l - j -
2818	hebrew	fuller	kōbēs	koːbeːs	k oː b eː s		240	k oː b eː s
2816	phoenician	fuller	kbs	kbs	k b s		240	k - b - s
2815	ugaritic	fuller, launderer	kbs, kbs̀	kbs	k b s		240	k - b - s
9252	ugaritic	fully grown, mature animal	ḥlm	ħlm	ħ l m		956	ħ - - l - m -
16071	pcs	fungus	*pVṭr-	p-tˤr-	p tˤ r		1818	p - - tˤ - r - -
16074	syriac	fungus	peṭṭortā	petˤtˤortaː	p e tˤ tˤ o r t aː		1818	p e tˤ tˤ o r t aː
6833	arabic	fur, skin	farw-	farw-	f a r w		705	f a r w - -
13298	arabic	furrow	talam-	talam-	t a l a m		1366	t a l a m
13299	geez	furrow	təlm	təlm	t ə l m		1366	t ə l - m
13295	pws	furrow	*tVlm-	t-lm-	t l m		1366	t - l - m
13296	ugaritic	furrow ?	tlm	tlm	t l m		1366	t - l - m
13297	hebrew	furrow in a field	täläm	tælæm	t æ l æ m		1366	t æ l æ m
13082	harari	furuncle	bursi	bursi	b u r s i		1337	- - b u r - s i - -
13084	selti	furuncle	burs	burs	b u r s		1337	- - b u r - s - - -
13085	wolane	furuncle	burs	burs	b u r s		1337	- - b u r - s - - -
8228	argobba	fünf (five)	ḥammɨst	ħammɨst	ħ a m m ɨ s t		855	ħ a m m ɨ s t - -
8219	turoyo	fünf (five)	ḥamšo	ħamʃo	ħ a m ʃ o		855	ħ a - m - ʃ o - -
11110	sabaic	für erlaubt erklären (declare allowed)	ḥll	ħll	ħ l l		1135	- ħ - - l - l -
7214	jewishbabylonianaramaic	gall	mərirtā	mərirtaː	m ə r i r t aː		741	m ə r i r - t aː
7215	syriac	gall	mrārāta	mraːraːta	m r aː r aː t a		741	m - r aː r aː t a
7219	tigre	gall	märänät	mærænæt	m æ r æ n æ t		741	m æ r æ n æ t -
7216	syriac	gall, bile	mertā	mertaː	m e r t aː		741	m e - - r - t aː
7217	mandaic	gall, bile, venom	mirta	mirta	m i r t a		741	m i - - r - t a
7212	akkadian	gall, gall bladder	martu	martu	m a r t u		741	m a - - r - t u
7211	ps	gall, gall bladder	*mVr(V)r-at-	m-rr-at-	m r r a t		741	m - r - r a t -
7222	mehri	gall, gallbladder	mərrāt	mərraːt	m ə r r aː t		741	m ə r - r aː t -
7213	hebrew	gallbladder	mərōrā, mərērā	məroːraː	m ə r oː r aː		741	m ə r oː r - - aː
7223	jibbali	gallbladder	mεrrɔ́t	mεrrɔ́t	m ɛ r r ɔ́ t		741	m ɛ r - r ɔ́ t -
11633	hebrew	game	ṣayid	sˤajid	sˤ a j i d		1201	- sˤ - a - j i d -
17916	arealreconstruction	gang, caravan	*ḫarrān-	xarraːn-	x a r r aː n		2059	x a r r aː n -
17918	ugaritic	gang, caravan	ḫrn	xrn	x r n		2059	x - - r - n -
2284	pcs	gap, opening	*ṯaγr-	θaɣr-	θ a ɣ r		165	θ a ɣ - r - - -
2289	arabic	gap, opening, breach; a frontierway of access to a country; the part of a country from which the invasion of the enemy is feared	ṯaγr-	θaɣr-	θ a ɣ r		165	θ a ɣ - r - - -
11380	akkadian	garden	gannu	gannu	g a n n u		1174	- g a n n u -
11385	arabic	garden	ǯannat-	gannat-	g a n n a t		1174	- g a n n a t
11391	geez	garden	gannat	gannat	g a n n a t		1174	- g a n n a t
11382	hebrew	garden	gan	gan	g a n		1174	- g a - n - -
11383	hebrew	garden	gannā	gannaː	g a n n aː		1174	- g a n n aː -
11379	pws	garden	*gann-, *gann-at-	gann-	g a n n		1174	- g a n n - -
11389	qatabanian	garden	gnn	gnn	g n n		1174	- g - n n - -
11384	syriac	garden	gantā	gantaː	g a n t aː		1174	- g a n t aː -
13577	sabaic	garden crop	gny	gnj	g n j		1400	- g n j
14255	jibbali	garden on the mountain	məšnúˀ	məʃnúʔ	m ə ʃ n ú ʔ		1527	m ə ʃ n ú ʔ
11386	sabaic	garden, orchard	t-gn	t-gn	t g n		1174	t g - n - - -
11387	sabaic	garden, orchard	gnt	gnt	g n t		1174	- g - n t - -
11381	ugaritic	garden, orchard	gn	gn	g n		1174	- g - n - - -
4362	syriac	gardener	buḳḳālā	buqˤqˤaːlaː	b u qˤ qˤ aː l aː		434	- - - b u qˤ qˤ aː - l aː
11433	minaean	garder	ḥfṯ̣	ħfθˤ	ħ f θˤ		1178	ħ - f - θˤ
4577	akkadian	garlic	šūmū	ʃuːmuː	ʃ uː m uː		475	ʃ uː - m uː -
4581	arabic	garlic	ṯūm-	θuːm-	θ uː m		475	θ uː - m - -
4578	ebla	garlic	šu-mi	ʃu-mi	ʃ u m i		475	ʃ u - m i -
4582	geez	garlic	som, somat	som	s o m		475	s o - m - -
4579	hebrew	garlic	šūm	ʃuːm	ʃ uː m		475	ʃ uː - m - -
4584	jibbali	garlic	ṯuhm	θuhm	θ u h m		475	θ u h m - -
4583	mehri	garlic	ṯəmēt	θəmeːt	θ ə m eː t		475	θ ə - m eː t
4576	ps	garlic	*ṯūm-	θuːm-	θ uː m		475	θ uː - m - -
4580	syriac	garlic	tūmā	tuːmaː	t uː m aː		475	t uː - m aː -
17122	tigre	garment, cloth	bəllāy	bəllaːj	b ə l l aː j		1967	b ə l l - aː j - -
3323	syriac	garment; tool, instrument, utensil	mā(ˀ)nā	maːnaː	m aː n aː		319	m aː - n aː
2286	ugaritic	gate, door	ṯγr	θɣr	θ ɣ r		165	θ - ɣ - r - - -
17179	akkadian	gate, door	bābu	baːbu	b aː b u		1978	b aː b u
17154	amharic	gate, entrance, door(way)	bärr	bærr	b æ r r		1972	b æ r r -
2287	hebrew	gate, gatehouse	šaˁar	ʃaʕar	ʃ a ʕ a r		165	ʃ a ʕ a r - - -
4043	akkadian	gazelle	arwû	arwû	a r w û		382	- a r w - - - û -
6144	akkadian	gazelle	ṣabītu	sˤabiːtu	sˤ a b iː t u		624	sˤ a b iː - t u -
6155	arabic	gazelle	ḏ̣aby-	ðˤabj-	ðˤ a b j		624	ðˤ a b - - j - -
6145	ebla	gazelle	ṣa-ba-a-tum	sˤa-ba-a-tum	sˤ a b a a t u m		624	sˤ a b a a t u m
6157	hadramitic	gazelle	ṣby	sˤbj	sˤ b j		624	sˤ - b - - j - -
6147	hebrew	gazelle	ṣəbī	sˤəbiː	sˤ ə b iː		624	sˤ ə b - - - iː -
6149	officialaramaic	gazelle	ṭby	tˤbj	tˤ b j		624	tˤ - b - - j - -
6148	oldaramaic	gazelle	ṣby	sˤbj	sˤ b j		624	sˤ - b - - j - -
6143	ps	gazelle	*ṯ̣aby(-at)-	θˤabj-	θˤ a b j		624	θˤ a b - - j - -
6156	sabaic	gazelle	ṣby	sˤbj	sˤ b j		624	sˤ - b - - j - -
6146	ugaritic	gazelle	ṯ̣by	θˤbj	θˤ b j		624	θˤ - b - - j - -
6188	akkadian	gazelle	ḫuzālu	xuzaːlu	x u z aː l u		628	x u z aː - l u
6190	arabic	gazelle	γazāl-	ɣazaːl-	ɣ a z aː l		628	ɣ a z aː - l -
6187	ps	gazelle	*γVzāl-	ɣ-zaːl-	ɣ z aː l		628	ɣ - z aː - l -
15384	ps	gazelle	*zVmr-	z-mr-	z m r		1724	z - m - r
6153	syriac	gazelle, deer	ṭabyā	tˤabjaː	tˤ a b j aː		624	tˤ a b - - j aː -
6189	syriac	gazelle; fawn	ˁūzaylā	ʕuːzajlaː	ʕ uː z a j l aː		628	ʕ uː z a j l aː
3561	mlahso	geben (to give)	yhv	jhv	j h v		340	j - h - v -
6415	akkadian	gecko	iṣṣû	isˤsˤû	i sˤ sˤ û		657	i sˤ - sˤ û - - -
6416	arabic	gecko	ˁiḏ̣āyat-, ˁaḏ̣āˀat-	ʕiðˤaːjat-	ʕ i ðˤ aː j a t		657	- ʕ i ðˤ aː j a t
6414	ps	gecko	*ˁVṯ̣āy-	ʕ-θˤaːj-	ʕ θˤ aː j		657	- ʕ - θˤ aː j - -
6419	jibbali	gecko	fəṣγ	fəsˤɣ	f ə sˤ ɣ		658	f ə sˤ - ɣ
6418	mehri	gecko	fēṣəγ	feːsˤəɣ	f eː sˤ ə ɣ		658	f eː sˤ ə ɣ
6417	ps	gecko	*pVṣγ-	p-sˤɣ-	p sˤ ɣ		658	p - sˤ - ɣ
15207	hebrew	gecko	ŝəmāmīt	ɬəmaːmiːt	ɬ ə m aː m iː t		1687	ɬ ə m aː m iː t -
2515	mlahso	gehen (go)	ˀzl	ʔzl	ʔ z l		193	ʔ - z l -
11669	turoyo	genau, richtig, fertig (exactly, right, complete)	tămām	tămaːm	t ă m aː m		1205	t ă - m aː m -
17633	akkadian	generation	dāru	daːru	d aː r u		2024	- - d aː - r u
17636	biblicalaramaic	generation	dār	daːr	d aː r		2024	- - d aː - r -
17639	christianpalestinianaramaic	generation	dr	dr	d r		2024	- - d - - r -
17637	jewishpalestinianaramaic	generation	dār	daːr	d aː r		2024	- - d aː - r -
17638	jewishpalestinianaramaic	generation	dārā	daːraː	d aː r aː		2024	- - d aː - r aː
17788	syriac	generative organ (of deer and horse)	zulbānā, zəlūbānā	zulbaːnaː	z u l b aː n aː		2039	z u l b aː n aː
11941	pws	genital organ	*ga/ibar	ga	g a		1231	g a - - - - - - - -
15885	pws	genital organ	*pVˀw/y(-at)-	p-ʔw	p ʔ w		1797	p - ʔ w - - -
7126	soqotri	genital organs, pudenda	šɛʰ	ʃɛʰ	ʃ ɛʰ		734	ʃ ɛʰ - - - -
11945	soddo	genital parts of male or female	gəbər	gəbər	g ə b ə r		1231	g ə - - - - b - ə r
16610	ps	genitals, testicles	*ḳ(ʷ)Vlḥ-	qˤ-lħ-	qˤ l ħ		1882	- - qˤ - l ħ -
4381	chaha	germinated grain	bəḳər	bəqˤər	b ə qˤ ə r		434	- - - b ə - qˤ ə - r -
4386	endegen	germinated grain	bəˀər	bəʔər	b ə ʔ ə r		434	- - - b ə - ʔ ə - r -
4388	ennemor	germinated grain	bəˀər	bəʔər	b ə ʔ ə r		434	- - - b ə - ʔ ə - r -
4384	ezha	germinated grain	bəḳər	bəqˤər	b ə qˤ ə r		434	- - - b ə - qˤ ə - r -
4395	gogot	germinated grain	bəˀəl	bəʔəl	b ə ʔ ə l		434	- - - b ə - ʔ ə - l -
4390	gyeto	germinated grain	bəḳər	bəqˤər	b ə qˤ ə r		434	- - - b ə - qˤ ə - r -
4373	harari	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
4393	masqan	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
4391	muher	germinated grain	bəḳi	bəqˤi	b ə qˤ i		434	- - - b ə - qˤ - - - i
4374	selti	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
4397	soddo	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
4377	wolane	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
4379	zway	germinated grain	bəḳəl	bəqˤəl	b ə qˤ ə l		434	- - - b ə - qˤ ə - l -
13439	arabic	gift	ˀaws-	ʔaws-	ʔ a w s		1384	ʔ a w s -
13623	hebrew	gift, present	minḥā	minħaː	m i n ħ aː		1411	m i n ħ aː -
5999	soqotri	girl; daughter	férhim	férhim	f é r h i m		613	- f é - r - h i - m - -
18240	geez	give aid, help, come to rescue	radˀa	radʔa	r a d ʔ a		2134	r a d ʔ - a
8721	tigre	give birth	wäldä	wældæ	w æ l d æ		901	w æ l - - d æ
10249	sabaic	give enjoyment (of crops)	ṭˁm	tˤʕm	tˤ ʕ m		1047	tˤ - ʕ - m -
15595	arabic	gizzard (of some birds); which has a big belly above the navel	ḥawṣal-	ħawsˤal-	ħ a w sˤ a l		1752	ħ a w - sˤ a l - -
6843	arabic	gizzard of bird	γarγarat-, γurγurat-	ɣarɣarat-	ɣ a r ɣ a r a t		706	ɣ a r ɣ a r a t
17767	arabic	gizzard, crop (of a bird); stomach	mišfalat-	miʃfalat-	m i ʃ f a l a t		2037	m i ʃ f a - l a t
7085	arabic	glans penis	kawsalat-	kawsalat-	k a w s a l a t		729	k a w s a l a t
15886	arabic	glans penis	faˀwā-	faʔwaː-	f a ʔ w aː		1797	f a ʔ w aː - -
2092	hebrew	gloom	ṣalmāwät	sˤalmaːwæt	sˤ a l m aː w æ t		145	sˤ a - l - - m aː w æ t
13391	syriac	glory, boasting; pride	šubhārā	ʃubhaːraː	ʃ u b h aː r aː		1380	ʃ u b - h aː r aː -
11147	arabic	glory, honor, dignity, nobility	maǯd-	magd-	m a g d		1141	m a g - d -
17208	tigre	glue	mäṭbäḳ	mætˤbæqˤ	m æ tˤ b æ qˤ		1982	m æ tˤ - b æ qˤ -
6795	hebrew	glutinous substance, pus	liplūp	lipluːp	l i p l uː p		701	l i p - l uː p
6480	akkadian	gnat	baḳḳu	baqˤqˤu	b a qˤ qˤ u		667	b a qˤ qˤ u -
6485	arabic	gnat	baqq-	baqq-	b a q q		667	b a q q - -
6481	jewishbabylonianaramaic	gnat	bāḳā	baːqˤaː	b aː qˤ aː		667	b aː qˤ - aː -
6479	ps	gnat	*baḳḳ-	baqˤqˤ-	b a qˤ qˤ		667	b a qˤ qˤ - -
6482	syriac	gnat	bāḳā	baːqˤaː	b aː qˤ aː		667	b aː qˤ - aː -
14816	zway	gnat	bōke	boːke	b oː k e		1618	b oː k - - e
6535	hebrew	gnats	kinnām	kinnaːm	k i n n aː m		672	k i n n aː m - - - - -
14815	tigrinya	gnawing insect, worm, mouse wich destroys grain before it sprouts	bəkkʷ	bəkkʷ	b ə k kʷ		1618	b ə k - kʷ -
9237	maalula	gnädig sein, träumen (to be merciful; to dream)	ḥlm (IV)	ħlm	ħ l m		954	- ħ - - - l - m - - -
2510	biblicalaramaic	go	ˀzl	ʔzl	ʔ z l		193	ʔ - z l -
14694	geez	go before, come before, precede, begin, have priority, be first, be ahead of, surpass	ḳadama	qˤadama	qˤ a d a m a		1601	qˤ a d a m a
14605	hebrew	go up before, stand up; to stand; to be motionless	ˁmd	ʕmd	ʕ m d		1590	ʕ - m - d -
4047	mehri	goat	ˀarīt	ʔariːt	ʔ a r iː t		382	ʔ a r - iː - - - t
4973	biblicalaramaic	goat	ˁizzīn (pl.)	ʕizziːn	ʕ i z z iː n		508	ʕ i z z iː n
4971	hebrew	goat	ˁēz	ʕeːz	ʕ eː z		508	ʕ eː - z - -
4977	jewishbabylonianaramaic	goat	ˁizzā	ʕizzaː	ʕ i z z aː		508	ʕ i z z aː -
4975	jewishpalestinianaramaic	goat	ˁz	ʕz	ʕ z		508	ʕ - - z - -
4972	officialaramaic	goat	ˁz	ʕz	ʕ z		508	ʕ - - z - -
4974	palmyrean	goat	ˁz	ʕz	ʕ z		508	ʕ - - z - -
4970	phoenician	goat	ˁz	ʕz	ʕ z		508	ʕ - - z - -
4967	ps	goat	*ˁVnz-	ʕ-nz-	ʕ n z		508	ʕ - n z - -
4978	syriac	goat	ˁezzā	ʕezzaː	ʕ e z z aː		508	ʕ e z z aː -
5866	argobba	goat	ṭay, ṭel, ṭaˀi, ṭaya	tˤaj	tˤ a j		602	- tˤ a - - - j -
5864	tigre	goat	ṭalit	tˤalit	tˤ a l i t		602	- tˤ a l i - t -
5865	tigrinya	goat	ṭel	tˤel	tˤ e l		602	- tˤ e - - - l -
5884	samaritan	goat	ḥrp, ḥwrp, ḥrwp, ḥryp, ḥrpn	ħrp	ħ r p		603	ħ - r - p - -
5924	oldaramaic	goat	gdh	gdh	g d h		609	g - d - h -
5922	phoenician	goat	gdˀ	gdʔ	g d ʔ		609	g - d - ʔ -
15080	protomsa	goat	*ˀaz-	ʔaz-	ʔ a z		1664	- ʔ a z
15084	soqotri	goat	óˀoz	óʔoz	ó ʔ o z		1664	ó ʔ o z
14779	soqotri	goat kid (male or female)	ˁífef	ʕífef	ʕ í f e f		1612	ʕ í - f e f
17629	tigrinya	goat pen built with dry stone walls	där	dær	d æ r		2023	- d æ - r - - -
14017	jewishbabylonianaramaic	goat's hair	səpīrā	səpiːraː	s ə p iː r aː		1494	s ə - - - p iː r - aː -
5863	geez	goat, kid	ṭali	tˤali	tˤ a l i		602	- tˤ a l i - - -
4979	mandaic	goat, nannygoat	ˁnza	ʕnza	ʕ n z a		508	ʕ - n z a -
4987	tigre	goats	ˁasäs, f. ˁasasit	ʕasæs	ʕ a s æ s		508	ʕ a - s æ s
15078	harsusi	goats	ḥe-werūn	ħe-weruːn	ħ e w e r uː n		1663	ħ e w e r - uː - n
15077	jibbali	goats	ˀɛrún	ʔɛrún	ʔ ɛ r ú n		1663	ʔ - - ɛ r - ú - n
15076	mehri	goats	ḥā-ráwn	ħaː-ráwn	ħ aː r á w n		1663	ħ - - aː r - á w n
15075	protomsa	goats	*ˀirān-	ʔiraːn-	ʔ i r aː n		1663	ʔ - - i r - aː - n
15079	soqotri	goats	érhon	érhon	é r h o n		1663	- - - é r h o - n
4986	sabaic	goats (coll.)	ˁnz	ʕnz	ʕ n z		508	ʕ - n z - -
8595	amharic	god	amlak	amlak	a m l a k		890	- a m l a k
8592	geez	god	ˀamlāk	ʔamlaːk	ʔ a m l aː k		890	ʔ a m l aː k
8591	pes	god	*ˀamlāk-	ʔamlaːk-	ʔ a m l aː k		890	ʔ a m l aː k
8593	tigre	god	ˀamlak	ʔamlak	ʔ a m l a k		890	ʔ a m l a k
8594	tigrinya	god	ˀamlak	ʔamlak	ʔ a m l a k		890	ʔ a m l a k
10940	arabic	god	ˀilāh-	ʔilaːh-	ʔ i l aː h		1115	ʔ i - l - aː h -
10937	hebrew	god	ˀä̆lōah	ʔæ̆loːah	ʔ æ̆ l oː a h		1115	ʔ æ̆ - l oː a h -
10943	minaean	god	ˀlh	ʔlh	ʔ l h		1115	ʔ - - l - - h -
10935	pcs	god	*ˀilāh-	ʔilaːh-	ʔ i l aː h		1115	ʔ i - l - aː h -
10944	qatabanian	god	ˀlh	ʔlh	ʔ l h		1115	ʔ - - l - - h -
10942	sabaic	god	ˀlh	ʔlh	ʔ l h		1115	ʔ - - l - - h -
10938	syriac	god	ˀalāhā	ʔalaːhaː	ʔ a l aː h aː		1115	ʔ a - l - aː h aː
10936	ugaritic	god	ˀilh	ʔilh	ʔ i l h		1115	ʔ i - l - - h -
10946	akkadian	god	ilu	ilu	i l u		1116	- i l u
10947	hebrew	god	ˀēl	ʔeːl	ʔ eː l		1116	ʔ eː l -
10949	jibbali	god	ˀɔ̄ẑ	ʔɔ̄z	ʔ ɔ̄ z		1116	ʔ ɔ̄ z -
10948	mehri	god	ˀāl	ʔaːl	ʔ aː l		1116	ʔ aː l -
10945	ps	god	*ˀil-	ʔil-	ʔ i l		1116	ʔ i l -
13131	akkadian	god Ea	ˀà-a  [ḥayya]	ʔà-a	ʔ à a		1344	ʔ - - - à - a -
6895	tigrinya	goiter (goiter)	gʷərgʷərit	gʷərgʷərit	gʷ ə r gʷ ə r i t		712	- - gʷ ə r - gʷ ə r i t -
11799	gogot	goitre	ənḳərt	ənqˤərt	ə n qˤ ə r t		1214	- ə n qˤ ə r t
11800	gogot	goitre	manḳurt	manqˤurt	m a n qˤ u r t		1214	m a n qˤ u r t
11798	masqan	goitre	ənḳərt	ənqˤərt	ə n qˤ ə r t		1214	- ə n qˤ ə r t
11801	soddo	goitre	ənḳərt	ənqˤərt	ə n qˤ ə r t		1214	- ə n qˤ ə r t
11802	soddo	goitre	manḳur	manqˤur	m a n qˤ u r		1214	m a n qˤ u r -
1475	geez	gold	warḳ	warqˤ	w a r qˤ		87	- - w a - r - qˤ - - -
11359	arabic	gold	ḏahab-	ðahab-	ð a h a b		1172	ð a h a b -
11357	hebrew	gold	zāhāb	zaːhaːb	z aː h aː b		1172	z aː h aː b -
11364	jibbali	gold	ḏehéb	ðehéb	ð e h é b		1172	ð e h é b -
11363	mehri	gold	ḏəhēb	ðəheːb	ð ə h eː b		1172	ð ə h eː b -
11356	pcs	gold	*ḏahab-	ðahab-	ð a h a b		1172	ð a h a b -
11358	syriac	gold	dahbā	dahbaː	d a h b aː		1172	d a h - b aː
14481	akkadian	gold	ḫurāṣu	xuraːsˤu	x u r aː sˤ u		1571	x u r aː sˤ u
14484	hebrew	gold	ḥārūṣ	ħaːruːsˤ	ħ aː r uː sˤ		1571	ħ aː r uː sˤ -
14483	phoenician	gold	ḥrṣ	ħrsˤ	ħ r sˤ		1571	ħ - r - sˤ -
14480	ps	gold	*ḫarūṣ-/*ḫurāṣ-	xaruːsˤ-	x a r uː sˤ		1571	x a r uː sˤ -
14482	ugaritic	gold	ḫrṣ	xrsˤ	x r sˤ		1571	x - r - sˤ -
1825	ebla	good	da-bù	da-bù	d a b ù		116	- d a - - - b ù
1828	jewishbabylonianaramaic	good	ṭāb	tˤaːb	tˤ aː b		116	- tˤ aː - - - b -
1830	mandaic	good	ṭab	tˤab	tˤ a b		116	- tˤ a - - - b -
1835	tigre	good	ṭayəb	tˤajəb	tˤ a j ə b		116	- tˤ a - j ə b -
1826	ugaritic	good	ṭb	tˤb	tˤ b		116	- tˤ - - - - b -
2162	ugaritic	good	nˁm	nʕm	n ʕ m		151	n - ʕ - - m - -
1732	chaha	good fortune, luck	ṭur	tˤur	tˤ u r		107	tˤ u - - - - - r -
1734	endegen	good fortune, luck	ṭūr	tˤuːr	tˤ uː r		107	tˤ uː - - - - - r -
1735	ennemor	good fortune, luck	ṭūr	tˤuːr	tˤ uː r		107	tˤ uː - - - - - r -
